family	paralog_name	paralog_type	classification	mean_TPM	median_TPM	max_TPM	tissues_detected	samples_detected	pct_samples	pearson_r_vs_parent	pearson_pvalue	tissue_specificity
Chchd1	Chchd1-dl1	dl	supported	25.6225	25.0205	53.2629	6	28	96.5517	-0.4207	0.4062	0.0114
Chchd1	Chchd1-l1	l	low expression	1.8006	0.0000	11.6320	4	9	31.0345	0.7844	0.0647	0.2366
Chchd2	Chchd2-dl1	dl	parent correlated	927.0108	976.7164	1594.1853	6	29	100.0000	0.9924	0.0001	0.0446
Chchd2	Chchd2-l1	l	parent correlated	1691.7454	1680.1836	3092.6745	6	29	100.0000	0.9950	0.0000	0.0304
Chchd4	Chchd4-dl1	dl	supported	11.0025	9.9289	44.7999	6	25	86.2069	0.3607	0.4824	0.1705
Chchd4	Chchd4-dl2	dl	supported	249.6565	187.3400	580.9445	6	29	100.0000	0.7925	0.0601	0.0919
Chchd4	Chchd4-dl3	dl	supported	63.2793	64.4485	127.3560	6	28	96.5517	0.7399	0.0927	0.0151
Chchd4	Chchd4-dl4	dl	supported	3.1968	1.3859	29.3114	6	18	62.0690	0.1162	0.8265	0.1289
Chchd6	Chchd6-dl1	dl	supported	128.1087	76.4723	489.0745	6	29	100.0000	0.7509	0.0853	0.1978
Chmp4b	Chmp4b-dl1	dl	parent correlated	312.6739	302.1998	504.4434	6	29	100.0000	0.8323	0.0398	0.0413
Chmp5	Chmp5-dl1	dl	supported	176.7872	156.9156	305.9947	6	29	100.0000	0.7095	0.1143	0.0299
Chmp5	Chmp5-dl2	dl	supported	45.2808	35.6010	153.1298	6	28	96.5517	0.5846	0.2230	0.0684
Chmp5	Chmp5-l1	l	supported	797.7147	748.7180	1624.9104	6	29	100.0000	0.5219	0.2882	0.0283
Chordc1	Chordc1-dl1	dl	parent correlated	236.0165	215.9267	441.3261	6	29	100.0000	0.8537	0.0305	0.0264
Chordc1	Chordc1-l1	l	parent correlated	415.9901	343.7518	725.1758	6	29	100.0000	0.8357	0.0383	0.0282
Chrac1	Chrac1-dl1	dl	parent correlated	59.6420	60.8211	100.6689	6	29	100.0000	0.8239	0.0438	0.0280
Chtop	Chtop-l1	l	parent correlated	315.6383	284.8094	522.4508	6	29	100.0000	0.9382	0.0056	0.0344
Churc1	Churc1-dl1	dl	parent correlated	189.6485	139.9501	615.3536	6	29	100.0000	0.8921	0.0168	0.1420
Cir1	Cir1-dl1	dl	supported	80.9176	72.3981	140.2132	6	29	100.0000	0.3200	0.5363	0.0194
Cirbp	Cirbp-l1	l	low expression	0.1685	0.0000	1.5066	3	4	13.7931	0.3042	0.5577	0.4438
Cisd1	Cisd1-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Cisd2	Cisd2-dl1	dl	supported	75.5756	71.8520	135.9920	6	28	96.5517	0.6641	0.1503	0.0390
Ckb	Ckb-l1	l	parent correlated	2449.7823	207.1505	13137.0202	6	29	100.0000	0.9973	0.0000	0.7047
Cks1b	Cks1b-dl1	dl	parent correlated	216.8318	154.0459	787.7340	6	28	96.5517	0.9789	0.0007	0.1398
Clca4	Clca4-l1	l	low expression	0.1053	0.0000	0.8957	6	11	37.9310	0.8366	0.0379	0.1968
Clec4a	Clec4a-l1	l	parent correlated	17.2754	3.5142	111.3377	6	29	100.0000	0.9272	0.0078	0.5984
Clec4a	Clec4a-rl1	rl	parent correlated	45.1991	12.5506	221.4744	6	29	100.0000	0.8444	0.0345	0.4280
Clec4g	Clec4g-dl1	dl	low expression	2.0517	0.4038	18.9334	6	23	79.3103	-0.3731	0.4664	0.6112
Clic1	Clic1-l1	l	parent correlated	78.2492	71.2610	220.2449	6	29	100.0000	0.9978	0.0000	0.1759
Clint1	Clint1-l1	l	parent correlated	2.5393	1.8337	12.0546	6	23	79.3103	0.9443	0.0046	0.0333
Clns1a	Clns1a-dl1	dl	parent correlated	132.7140	101.8046	297.2452	6	29	100.0000	0.8422	0.0354	0.0513
Clns1a	Clns1a-dl2	dl	parent correlated	73.2209	55.5658	236.2789	6	29	100.0000	0.9915	0.0001	0.0839
Cmc1	Cmc1-l1	l	supported	625.4915	593.4718	1114.1912	6	29	100.0000	-0.8555	0.0298	0.0367
Cmc4	Cmc4-l1	l	supported	204.0226	184.3422	543.3037	6	29	100.0000	0.0885	0.8676	0.0288
Cmpk1	Cmpk1-dl1	dl	parent correlated	179.6223	138.4589	484.4961	6	28	96.5517	0.9050	0.0131	0.0676
Cmpk1	Cmpk1-dl2	dl	parent correlated	2504.2925	2154.3042	6206.4717	6	29	100.0000	0.8956	0.0158	0.0727
Cmtm8	Cmtm8-dl1	dl	parent correlated	158.0274	63.7527	637.2564	6	28	96.5517	0.8556	0.0298	0.2843
Cnn3	Cnn3-dl1	dl	parent correlated	207.8974	228.0980	360.2391	6	29	100.0000	0.9868	0.0003	0.0298
Cnn3	Cnn3-dl2	dl	parent correlated	1465.0405	1710.3638	2177.1985	6	29	100.0000	0.9863	0.0003	0.0295
Coa3	Coa3-l1	l	supported	1845.3039	1784.0444	2752.3492	6	29	100.0000	0.3540	0.4912	0.0242
Coa6	Coa6-dl1	dl	supported	383.9451	408.4244	571.8276	6	29	100.0000	0.5428	0.2658	0.0094
Cobll1	Cobll1-l1	l	parent correlated	58.5759	43.1369	144.7185	6	29	100.0000	0.9050	0.0131	0.0884
Coil	Coil-dl1	dl	parent correlated	38.4303	24.1729	103.5724	6	29	100.0000	0.9635	0.0020	0.1044
Copb2	Copb2-dl1	dl	supported	1228.0927	1134.2678	2056.1818	6	29	100.0000	0.7516	0.0849	0.0267
Cops2	Cops2-l1	l	parent correlated	42.9721	36.6262	110.7330	6	29	100.0000	0.8409	0.0359	0.0215
Cox15	Cox15-dl1	dl	supported	314.6158	296.1961	550.9271	6	29	100.0000	0.6228	0.1866	0.0243
Cox19	Cox19-l1	l	supported	10.1582	6.6755	40.8842	6	19	65.5172	0.7097	0.1142	0.0582
Cox6a1	Cox6a1-dl1	dl	low expression	9.1426	0.0000	63.3177	3	8	27.5862	0.5676	0.2401	0.6530
Cox6a1	Cox6a1-l1	l	parent correlated	2613.7510	2393.9870	5196.7764	6	29	100.0000	0.9946	0.0000	0.0953
Cox6b1	Cox6b1-dl1	dl	parent correlated	99.6157	68.4926	420.6925	6	24	82.7586	0.8877	0.0182	0.2898
Cox6b1	Cox6b1-dl2	dl	parent correlated	199.5215	148.7027	621.3682	6	29	100.0000	0.9636	0.0020	0.1242
Cox6b1	Cox6b1-l1	l	parent correlated	5740.8030	4861.5696	16062.9841	6	29	100.0000	0.9829	0.0004	0.0996
Cox6c	Cox6c-dl1	dl	supported	1623.1362	1360.4726	3975.7480	6	29	100.0000	0.7410	0.0919	0.0964
Cox6c	Cox6c-dl2	dl	supported	389.1868	354.3670	855.4506	6	29	100.0000	0.7989	0.0566	0.0934
Cox6c	Cox6c-dl3	dl	parent correlated	613.3520	510.8601	1737.3782	6	29	100.0000	0.8307	0.0406	0.1013
Cox6c	Cox6c-dl4	dl	supported	1400.6342	982.4570	4571.2304	6	29	100.0000	0.7392	0.0932	0.1693
Cox6c	Cox6c-l1	l	supported	171.4825	120.2440	473.6944	6	29	100.0000	0.6805	0.1368	0.1214
Cox7a2	Cox7a2-dl1	dl	parent correlated	32.1886	26.4269	77.7903	6	26	89.6552	0.9108	0.0116	0.0677
Cox7a2	Cox7a2-dl2	dl	parent correlated	1745.0970	1347.3332	4199.1794	6	29	100.0000	0.9906	0.0001	0.0749
Cox7a2	Cox7a2-dl3	dl	parent correlated	3050.3638	2512.6978	6522.3121	6	29	100.0000	0.9840	0.0004	0.0756
Cox7a2	Cox7a2-dl4	dl	parent correlated	318.5057	267.0809	902.0850	6	28	96.5517	0.9353	0.0062	0.1063
Cox7b	Cox7b-dl1	dl	parent correlated	257.9552	190.6186	840.7688	6	29	100.0000	0.9883	0.0002	0.1650
Cox7b	Cox7b-dl2	dl	low expression	40.4599	0.0000	462.5352	5	10	34.4828	0.3788	0.4590	0.1931
Cox7b	Cox7b-dl3	dl	low expression	2.4754	0.0000	18.3243	4	10	34.4828	0.9079	0.0123	0.4655
Cox7b	Cox7b-dl4	dl	parent correlated	3437.1912	2433.4919	11124.1321	6	29	100.0000	0.9792	0.0006	0.1930
Cox7b	Cox7b-dl5	dl	parent correlated	349.2327	216.9619	1159.1428	6	28	96.5517	0.9588	0.0025	0.1613
Cox7b	Cox7b-l1	l	supported	19.6103	17.7752	57.5517	6	25	86.2069	0.7772	0.0689	0.0338
Cox7b	Cox7b-l2	l	parent correlated	36.3740	33.1210	72.1798	6	29	100.0000	0.9039	0.0134	0.0396
Cox7c	Cox7c-dl1	dl	parent correlated	551.8592	395.5801	1608.6611	6	29	100.0000	0.9987	0.0000	0.1245
Cox7c	Cox7c-dl2	dl	parent correlated	153.2621	107.8383	471.7185	6	28	96.5517	0.9915	0.0001	0.1427
Cox8a	Cox8a-dl1	dl	parent correlated	870.9443	852.3333	1464.5463	6	29	100.0000	0.9857	0.0003	0.0484
Cpm	Cpm-l1	l	low expression	0.3085	0.0000	2.8753	5	11	37.9310	0.6356	0.1750	0.3264
Cpt2	Cpt2-dl1	dl	parent correlated	72.1912	49.4588	189.3777	6	29	100.0000	0.9027	0.0137	0.0775
Crcp	Crcp-dl1	dl	parent correlated	84.1775	84.3579	141.9962	6	29	100.0000	0.8227	0.0444	0.0202
Crip1	Crip1-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Crip1	Crip1-dl2	dl	parent correlated	1444.0440	900.5878	4292.6643	6	29	100.0000	0.9449	0.0045	0.2148
Cript	Cript-dl1	dl	supported	1.0041	0.7346	4.5078	6	23	79.3103	0.7697	0.0734	0.1199
Cript	Cript-dl2	dl	parent correlated	158.0590	108.7248	508.7010	6	29	100.0000	0.9161	0.0103	0.0350
Crisp3	Crisp3-l1	l	low expression	0.5925	0.0859	8.0758	5	15	51.7241	-0.3332	0.5187	0.6501
Cryz	Cryz-l1	l	parent correlated	566.9896	165.0259	2425.7926	6	29	100.0000	0.9908	0.0001	0.2974
Cs	Cs-l1	l	parent correlated	1798.9404	1255.3637	5983.6663	6	29	100.0000	0.9989	0.0000	0.2032
Cse1l	Cse1l-dl1	dl	parent correlated	423.1754	405.5826	723.5896	6	29	100.0000	0.9149	0.0105	0.0229
Csf2rb	Csf2rb-l1	l	parent correlated	16.9690	6.9936	69.1301	6	29	100.0000	0.8902	0.0174	0.2382
Cspg4	Cspg4-l1	l	supported	53.4918	33.4942	226.8404	6	29	100.0000	0.4436	0.3782	0.2273
Cst3	Cst3-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Cst3	Cst3-l1	l	low expression	1.2940	0.0000	11.9017	2	7	24.1379	0.2887	0.5790	0.8919
Cst3	Cst3-l2	l	low expression	0.5807	0.0000	2.5642	4	12	41.3793	0.4007	0.4311	0.3832
Cst3	Cst3-l3	l	low expression	0.6554	0.0000	3.0986	5	14	48.2759	0.2486	0.6348	0.2417
Cst3	Cst3-l4	l	low expression	0.6003	0.0000	4.6482	5	10	34.4828	0.3137	0.5449	0.2759
Cst3	Cst3-l5	l	supported	6340.1711	6037.1270	10175.9713	6	29	100.0000	0.3357	0.5154	0.0186
Cstf3	Cstf3-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Ctnnbl1	Ctnnbl1-l1	l	parent correlated	130.9652	94.6029	267.7651	6	29	100.0000	0.9062	0.0128	0.0541
Ctrb1	Ctrb1-dl1	dl	low expression	3.5974	0.1743	38.1275	6	15	51.7241	0.8835	0.0196	0.6526
Ctrb1	Ctrb1-l1	l	supported	3.9804	2.3179	24.6486	6	24	82.7586	0.7240	0.1037	0.1515
Ctrb1	Ctrb1-l2	l	supported	1.3495	0.8892	8.5215	6	23	79.3103	0.5490	0.2592	0.0854
Ctsg	Ctsg-l1	l	low expression	1.6898	0.3875	12.6670	4	15	51.7241	0.9452	0.0044	0.6560
Ctu1	Ctu1-l1	l	parent correlated	26.6428	20.2390	61.4296	6	29	100.0000	0.9452	0.0044	0.0789
Cuta	Cuta-l1	l	supported	37.7978	39.1885	62.4353	6	29	100.0000	0.4594	0.3593	0.0217
Cwc27	Cwc27-l1	l	supported	131.1216	105.1153	299.0445	6	29	100.0000	0.5135	0.2974	0.0740
Cxcr4	Cxcr4-l1	l	parent correlated	16.5124	5.7100	94.9792	6	28	96.5517	0.9885	0.0002	0.4073
Cyb5b	Cyb5b-dl1	dl	parent correlated	391.8568	390.5857	718.4718	6	29	100.0000	0.9815	0.0005	0.0374
Cycs	Cycs-dl1	dl	parent correlated	615.4402	476.1009	1814.2479	6	29	100.0000	0.9040	0.0134	0.1798
Cyp11b1	Cyp11b1-l1	l	low expression	58.2259	0.0000	1535.4118	4	11	37.9310	0.6855	0.1328	0.9887
Cyp11b1	Cyp11b1-l2	l	low expression	63.2850	0.0000	1660.6459	5	10	34.4828	0.8606	0.0278	0.9420
Cyp2b4	Cyp2b4-l1	l	parent correlated	381.4314	4.4721	2632.0008	6	26	89.6552	0.9670	0.0016	0.8007
Cyp2d16	Cyp2d16-l1	l	supported	277.9270	281.8216	535.8895	6	29	100.0000	-0.5951	0.2127	0.0358
Cyp2d4	Cyp2d4-l1	l	supported	350.9715	4.0310	2919.3773	6	28	96.5517	0.4073	0.4228	0.7867
Cyp2j2	Cyp2j2-l1	l	parent correlated	5.7810	5.5164	14.8285	6	29	100.0000	0.8392	0.0367	0.1668
Cyp3a4	Cyp3a4-l1	l	low expression	262.8665	0.4402	1889.1509	6	29	100.0000	0.9848	0.0003	0.8118
Dcaf12l2	Dcaf12l2-l1	l	low expression	0.1665	0.0000	2.8988	2	3	10.3448	-0.2625	0.6153	0.6245
Dcp2	Dcp2-dl1	dl	supported	31.3295	33.5446	65.4751	6	29	100.0000	0.7373	0.0945	0.0675
Dctn5	Dctn5-dl1	dl	parent correlated	205.5513	182.1009	374.6507	6	29	100.0000	0.8383	0.0371	0.0302
Dda1	Dda1-l1	l	parent correlated	656.0984	664.9059	1354.6237	6	29	100.0000	0.9160	0.0103	0.0707
Ddt	Ddt-dl1	dl	parent correlated	1289.0180	477.1553	4783.6904	6	28	96.5517	0.9716	0.0012	0.3214
Ddx4	Ddx4-l1	l	low expression	1.0092	0.0000	7.4516	5	10	34.4828	0.1934	0.7135	0.1818
Defb1	Defb1-l1	l	low expression	20.6232	0.0000	270.2695	1	4	13.7931	0.2217	0.6729	1.0000
Dek	Dek-dl1	dl	parent correlated	120.6216	98.8743	197.1999	6	29	100.0000	0.9778	0.0007	0.0306
Depdc1	Depdc1-l1	l	low expression	0.5008	0.0716	5.8133	6	21	72.4138	0.8749	0.0225	0.7072
Dhfr	Dhfr-dl1	dl	supported	55.3173	52.5754	93.4113	6	29	100.0000	0.6957	0.1248	0.0302
Dhfr	Dhfr-dl2	dl	parent correlated	23.4549	26.6138	45.2626	6	28	96.5517	0.8236	0.0439	0.0297
Dhfr	Dhfr-dl3	dl	supported	52.1480	37.4671	238.7925	6	28	96.5517	0.4639	0.3540	0.1115
Dhfr	Dhfr-dl4	dl	supported	37.2275	34.1920	97.7954	6	27	93.1034	0.6228	0.1865	0.0580
Dhfr	Dhfr-dl5	dl	parent correlated	8.6551	8.4379	27.3182	6	28	96.5517	0.8547	0.0302	0.0241
Dhfr	Dhfr-dl6	dl	supported	155.7023	145.8154	310.3478	6	29	100.0000	0.3782	0.4598	0.0416
Dhfr	Dhfr-dl7	dl	supported	10.9946	9.6630	48.3364	6	23	79.3103	0.1076	0.8393	0.0270
Dhfr	Dhfr-l1	l	supported	24.0887	25.1294	51.9725	6	28	96.5517	0.5916	0.2162	0.0316
Dhfr	Dhfr-l2	l	low expression	0.4583	0.2323	2.9997	6	15	51.7241	0.0981	0.8533	0.1361
Dhrs7	Dhrs7-l1	l	supported	87.2562	38.7249	248.4627	6	29	100.0000	-0.0581	0.9130	0.1228
Dhrs7	Dhrs7-l2	l	supported	2.8629	0.8223	11.5036	6	29	100.0000	0.3103	0.5496	0.2626
Dhx15	Dhx15-l1	l	parent correlated	186.7269	180.5940	279.7590	6	29	100.0000	0.9112	0.0115	0.0238
Diras2	Diras2-l1	l	parent correlated	195.9082	14.5506	1178.8572	6	23	79.3103	0.9790	0.0007	0.8389
Dmbt1	Dmbt1-l1	l	supported	2.2221	0.5267	14.5533	6	27	93.1034	0.1759	0.7389	0.2572
Dnah7	Dnah7-rl1	rl	parent correlated	13.0285	10.0752	41.5252	6	29	100.0000	0.9494	0.0038	0.0867
Dnaja2	Dnaja2-dl1	dl	supported	186.3319	174.0715	356.5427	6	29	100.0000	0.6222	0.1871	0.0334
Dnajb5	Dnajb5-l1	l	low expression	0.9791	0.0000	6.1843	5	11	37.9310	0.8608	0.0277	0.2587
Dnajc17	Dnajc17-l1	l	supported	200.5252	184.5738	401.1832	6	29	100.0000	0.1431	0.7868	0.0257
Dnajc24	Dnajc24-dl1	dl	supported	213.0168	167.2535	535.3682	6	29	100.0000	0.7308	0.0990	0.0805
Dnajc8	Dnajc8-l1	l	parent correlated	202.3054	228.9283	345.8716	6	29	100.0000	0.9116	0.0114	0.0327
Donson	Donson-dl1	dl	supported	239.0628	219.7559	399.0600	6	29	100.0000	0.7979	0.0571	0.0293
Dph1	Dph1-dl1	dl	supported	36.8028	37.5899	63.1718	6	28	96.5517	0.6916	0.1280	0.0133
Dph1	Dph1-dl2	dl	parent correlated	217.4333	231.3449	318.4138	6	29	100.0000	0.8535	0.0306	0.0277
Dph2	Dph2-dl1	dl	supported	32.1793	29.4058	86.8897	6	29	100.0000	0.6873	0.1314	0.0248
Dpm1	Dpm1-l1	l	supported	27.5054	25.9671	93.6354	6	28	96.5517	0.7899	0.0616	0.0473
Dpm1	Dpm1-l2	l	supported	4.4414	3.4224	17.0173	6	23	79.3103	-0.1169	0.8255	0.0868
Dpy19l2	Dpy19l2-l1	l	low expression	0.5088	0.4956	1.8625	6	27	93.1034	0.3489	0.4978	0.1389
Drg1	Drg1-l1	l	supported	137.9165	127.0698	205.0531	6	29	100.0000	0.4092	0.4205	0.0098
Dstn	Dstn-dl1	dl	supported	4596.5370	4726.0825	5994.0661	6	29	100.0000	0.5141	0.2967	0.0083
Dtx4	Dtx4-l1	l	parent correlated	25.9752	24.0570	61.3903	6	29	100.0000	0.9963	0.0000	0.2008
Dusp18	Dusp18-l1	l	supported	9.1448	4.0124	33.4466	5	17	58.6207	0.5202	0.2901	0.2680
Dynap	Dynap-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Dynll1	Dynll1-l1	l	parent correlated	2457.9896	2449.4186	5205.7369	6	29	100.0000	0.9945	0.0000	0.0812
Dynll1	Dynll1-l2	l	low expression	3.9315	0.0000	25.7343	4	11	37.9310	0.5236	0.2864	0.2873
Dynlrb1	Dynlrb1-l1	l	supported	5199.2173	4142.4150	13024.1179	6	29	100.0000	0.4801	0.3352	0.0855
Dynlt1	Dynlt1-l1	l	supported	219.3700	231.2084	411.0589	6	29	100.0000	0.1364	0.7966	0.0319
Dynlt3	Dynlt3-dl1	dl	parent correlated	360.5876	347.5476	878.8559	6	29	100.0000	0.9644	0.0019	0.0639
Eci1	Eci1-dl1	dl	parent correlated	732.5760	808.6640	1484.9813	6	29	100.0000	0.9848	0.0003	0.1129
Ect2	Ect2-l1	l	parent correlated	2.0430	0.6840	14.7928	6	28	96.5517	0.9855	0.0003	0.3334
Eef1a1	Eef1a1-dl1	dl	parent correlated	10.9975	10.1472	22.5249	6	27	93.1034	0.9812	0.0005	0.0316
Eef1a1	Eef1a1-dl10	dl	parent correlated	365.0751	348.1123	698.1199	6	29	100.0000	0.8965	0.0155	0.0399
Eef1a1	Eef1a1-dl11	dl	supported	31.7689	28.7888	71.6060	6	29	100.0000	0.2144	0.6833	0.0263
Eef1a1	Eef1a1-dl12	dl	supported	12.0350	8.8928	39.0833	6	29	100.0000	0.3441	0.5042	0.0809
Eef1a1	Eef1a1-dl13	dl	supported	17.3089	15.8913	49.0839	6	29	100.0000	0.4521	0.3680	0.0288
Eef1a1	Eef1a1-dl14	dl	parent correlated	46.6305	42.6938	78.7869	6	29	100.0000	0.8516	0.0314	0.0131
Eef1a1	Eef1a1-dl15	dl	parent correlated	91.8810	97.6004	196.3421	6	29	100.0000	0.9625	0.0021	0.0358
Eef1a1	Eef1a1-dl16	dl	supported	16.5315	13.6546	65.3781	6	29	100.0000	0.6899	0.1293	0.0568
Eef1a1	Eef1a1-dl17	dl	supported	12.3955	9.7469	74.0863	6	28	96.5517	0.3424	0.5065	0.0626
Eef1a1	Eef1a1-dl18	dl	parent correlated	196.8100	190.2970	423.9837	6	29	100.0000	0.9535	0.0032	0.0272
Eef1a1	Eef1a1-dl19	dl	supported	7.5574	7.1705	20.6347	6	25	86.2069	0.3486	0.4983	0.0260
Eef1a1	Eef1a1-dl2	dl	supported	30.4057	30.3880	63.1000	6	29	100.0000	0.1565	0.7671	0.0217
Eef1a1	Eef1a1-dl20	dl	parent correlated	178.1386	158.0475	368.3080	6	29	100.0000	0.8886	0.0179	0.0292
Eef1a1	Eef1a1-dl21	dl	supported	75.2669	55.0534	288.4648	6	29	100.0000	-0.5747	0.2329	0.0873
Eef1a1	Eef1a1-dl22	dl	parent correlated	236.4171	230.8916	431.2393	6	29	100.0000	0.8039	0.0539	0.0312
Eef1a1	Eef1a1-dl23	dl	supported	73.4926	57.1260	237.7130	6	29	100.0000	-0.5980	0.2099	0.1396
Eef1a1	Eef1a1-dl24	dl	low expression	0.1201	0.0000	2.5859	2	2	6.8966	0.5230	0.2870	0.7077
Eef1a1	Eef1a1-dl25	dl	supported	20.0393	24.0787	41.0568	6	29	100.0000	-0.3322	0.5200	0.0288
Eef1a1	Eef1a1-dl26	dl	supported	31.7377	29.6340	58.8545	6	29	100.0000	0.7916	0.0606	0.0223
Eef1a1	Eef1a1-dl27	dl	parent correlated	6.7955	6.0828	20.1897	6	26	89.6552	0.8905	0.0173	0.0328
Eef1a1	Eef1a1-dl28	dl	parent correlated	24.5874	19.3888	80.7516	6	29	100.0000	0.8972	0.0153	0.0682
Eef1a1	Eef1a1-dl29	dl	supported	35.6626	35.4788	77.5689	6	29	100.0000	0.6639	0.1504	0.0309
Eef1a1	Eef1a1-dl3	dl	supported	28.9769	14.3562	232.7066	6	29	100.0000	0.2419	0.6442	0.1404
Eef1a1	Eef1a1-dl30	dl	parent correlated	63.2997	61.3803	100.3415	6	29	100.0000	0.9545	0.0031	0.0204
Eef1a1	Eef1a1-dl31	dl	supported	46.7568	41.2857	86.8349	6	29	100.0000	0.7520	0.0846	0.0363
Eef1a1	Eef1a1-dl32	dl	supported	350.1085	331.8628	774.5914	6	29	100.0000	0.7636	0.0772	0.0342
Eef1a1	Eef1a1-dl33	dl	supported	72.1973	29.3283	695.7816	6	29	100.0000	0.7548	0.0828	0.1831
Eef1a1	Eef1a1-dl34	dl	parent correlated	19.5612	13.6606	49.8495	6	28	96.5517	0.8891	0.0178	0.0344
Eef1a1	Eef1a1-dl35	dl	parent correlated	96.0184	97.2346	216.1956	6	29	100.0000	0.8963	0.0156	0.0231
Eef1a1	Eef1a1-dl36	dl	supported	83.0516	66.5173	213.3144	6	29	100.0000	0.5637	0.2440	0.0887
Eef1a1	Eef1a1-dl37	dl	parent correlated	33.1717	29.0281	83.4142	6	29	100.0000	0.8178	0.0468	0.0095
Eef1a1	Eef1a1-dl38	dl	supported	15.1580	13.5230	39.2538	6	27	93.1034	0.7428	0.0907	0.0390
Eef1a1	Eef1a1-dl39	dl	parent correlated	95.6148	86.6056	316.1479	6	29	100.0000	0.8237	0.0439	0.0378
Eef1a1	Eef1a1-dl4	dl	supported	14.8065	15.3218	41.5872	6	28	96.5517	0.7356	0.0956	0.0221
Eef1a1	Eef1a1-dl40	dl	parent correlated	80.6109	78.6662	137.0350	6	29	100.0000	0.8695	0.0244	0.0194
Eef1a1	Eef1a1-dl41	dl	parent correlated	19.4070	14.6732	55.7020	6	29	100.0000	0.8947	0.0161	0.0384
Eef1a1	Eef1a1-dl42	dl	parent correlated	138.1184	146.2891	276.5125	6	29	100.0000	0.9983	0.0000	0.0323
Eef1a1	Eef1a1-dl43	dl	parent correlated	30.7357	20.0912	98.1344	6	27	93.1034	0.8843	0.0193	0.0855
Eef1a1	Eef1a1-dl44	dl	supported	16.2307	15.3096	32.2778	6	29	100.0000	0.6287	0.1812	0.0274
Eef1a1	Eef1a1-dl45	dl	supported	16.1830	11.1379	95.8355	6	29	100.0000	0.3603	0.4829	0.1070
Eef1a1	Eef1a1-dl46	dl	parent correlated	21.5849	19.3922	43.8647	6	29	100.0000	0.9298	0.0072	0.0255
Eef1a1	Eef1a1-dl47	dl	parent correlated	4.5864	4.3950	16.2007	6	22	75.8621	0.8319	0.0400	0.0944
Eef1a1	Eef1a1-dl48	dl	parent correlated	4928.4661	5397.6270	7485.3368	6	29	100.0000	0.8943	0.0162	0.0283
Eef1a1	Eef1a1-dl49	dl	supported	17.1498	11.3728	44.0338	6	27	93.1034	-0.5664	0.2413	0.0867
Eef1a1	Eef1a1-dl5	dl	parent correlated	25.9537	23.9589	57.5152	6	29	100.0000	0.9537	0.0032	0.0174
Eef1a1	Eef1a1-dl50	dl	supported	6.9920	6.2932	19.6750	6	27	93.1034	0.7797	0.0675	0.0619
Eef1a1	Eef1a1-dl6	dl	parent correlated	17.4043	17.3011	52.5246	6	28	96.5517	0.9727	0.0011	0.0391
Eef1a1	Eef1a1-dl7	dl	parent correlated	87.5020	96.2429	150.8833	6	29	100.0000	0.8306	0.0406	0.0336
Eef1a1	Eef1a1-dl8	dl	supported	12.2918	9.5485	47.6740	6	28	96.5517	0.4427	0.3793	0.0823
Eef1a1	Eef1a1-dl9	dl	supported	75.2938	48.4245	290.8833	6	29	100.0000	0.5443	0.2642	0.1156
Eef1b2	Eef1b2-dl1	dl	parent correlated	137.3904	128.2516	344.2927	6	29	100.0000	0.9410	0.0051	0.0278
Eef1b2	Eef1b2-dl2	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Eef1b2	Eef1b2-dl3	dl	parent correlated	402.7207	340.1373	886.6977	6	29	100.0000	0.9791	0.0007	0.0448
Eef1b2	Eef1b2-dl4	dl	parent correlated	1731.2146	1639.3950	3132.3740	6	29	100.0000	0.9929	0.0001	0.0150
Eef1d	Eef1d-l1	l	supported	65.8006	60.4484	117.2396	6	29	100.0000	0.2311	0.6595	0.0349
Eef1e1	Eef1e1-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Eef1g	Eef1g-dl1	dl	parent correlated	6398.9952	6361.4207	12254.9098	6	29	100.0000	0.9930	0.0001	0.0376
Eef2	Eef2-dl1	dl	parent correlated	336.1869	347.9974	479.7272	6	29	100.0000	0.9957	0.0000	0.0074
Eef2	Eef2-dl2	dl	parent correlated	858.5455	906.6016	1215.4984	6	29	100.0000	0.8383	0.0371	0.0079
Eef2	Eef2-dl3	dl	parent correlated	177.2668	173.5212	293.9079	6	29	100.0000	0.9713	0.0012	0.0095
Eef2	Eef2-dl4	dl	parent correlated	852.8351	872.5943	1069.2381	6	29	100.0000	0.9500	0.0037	0.0040
Eef2	Eef2-dl5	dl	parent correlated	228.3353	241.5381	381.3725	6	29	100.0000	0.9425	0.0049	0.0164
Eef2	Eef2-l1	l	parent correlated	224.9231	239.7791	339.2343	6	29	100.0000	0.9447	0.0045	0.0097
Eef2kmt	Eef2kmt-l1	l	supported	54.6079	42.9325	117.6128	6	29	100.0000	0.6834	0.1345	0.0435
Eid1	Eid1-dl1	dl	parent correlated	4050.0367	3176.8068	12632.9648	6	29	100.0000	0.9926	0.0001	0.0633
