family	gene_name	gene_id	gene_type	chrom	start	end	strand	length	paralog_type	copy_num
Ccdc167	Ccdc167-l1	gene-Ccdc167-l1	paralog_l	chr1	4977768	4983524	+	5757	l	1.0
Ccdc25	Ccdc25	gene-Ccdc25	parent	chr5	15091745	15132087	+	40343		
Ccdc25	Ccdc25-dl1	gene-Ccdc25-dl1	paralog_dl	chr1	32650025	32650651	-	627	dl	1.0
Ccdc28a	Ccdc28a	gene-Ccdc28a	parent	chr18	58003991	58040593	+	36603		
Ccdc28a	Ccdc28a-l1	gene-Ccdc28a-l1	paralog_l	chr13	91037051	91038242	+	1192	l	1.0
Ccdc43	Ccdc43	gene-Ccdc43	parent	chr7	1240605	1253865	+	13261		
Ccdc43	Ccdc43-l1	gene-Ccdc43-l1	paralog_l	chr13	66138480	66140157	+	1678	l	1.0
Ccdc59	Ccdc59	gene-Ccdc59	parent	chr2	131381842	131388264	-	6423		
Ccdc59	Ccdc59-dl1	gene-Ccdc59-dl1	paralog_dl	chr4	25391223	25394106	-	2884	dl	1.0
Ccdc91	Ccdc91	gene-Ccdc91	parent	chr2	121471411	121777758	+	306348		
Ccdc91	Ccdc91-l1	gene-Ccdc91-l1	paralog_l	chr19	46292675	46294077	-	1403	l	1.0
Ccl2	Ccl2	gene-Ccl2	parent	chr7	23158955	23160607	+	1653		
Ccl2	Ccl2-l1	gene-Ccl2-l1	paralog_l	chr7	23130975	23132762	-	1788	l	1.0
Ccl3	Ccl3	gene-Ccl3	parent	chr7	20426533	20428097	+	1565		
Ccl3	Ccl3-l1	gene-Ccl3-l1	paralog_l	chr7	20573877	20575422	-	1546	l	1.0
Ccl3	Ccl3-l2	gene-Ccl3-l2	paralog_l	chr7	20652302	20654124	+	1823	l	2.0
Ccl3l1	Ccl3l1	gene-Ccl3l1	parent	chr7	20488118	20489595	+	1478		
Ccl3l1	Ccl3l1-l1	gene-Ccl3l1-l1	paralog_l	chr7	20637756	20639875	-	2120	l	1.0
Ccl4	Ccl4	gene-Ccl4	parent	chr7	20544869	20547290	+	2422		
Ccl4	Ccl4-l1	gene-Ccl4-l1	paralog_l	chr7	20415757	20417678	-	1922	l	1.0
Ccl4	Ccl4-l2	gene-Ccl4-l2	paralog_l	chr7	20477891	20479526	-	1636	l	2.0
Ccnb1	Ccnb1	gene-Ccnb1	parent	chr10	109775543	109785227	+	9685		
Ccnb1	Ccnb1-dl4	gene-Ccnb1-dl4	paralog_dl	chr2	19038708	19040484	+	1777	dl	4.0
Ccnb1	Ccnb1-dl6	gene-Ccnb1-dl6	paralog_dl	chr4	117501986	117503254	+	1269	dl	6.0
Ccnb1	Ccnb1-dl7	gene-Ccnb1-dl7	paralog_dl	chr8	107673619	107674887	-	1269	dl	7.0
Ccnb1	Ccnb1-dl1	gene-Ccnb1-dl1	paralog_dl	chr13	71351915	71353183	-	1269	dl	1.0
Ccnb1	Ccnb1-dl2	gene-Ccnb1-dl2	paralog_dl	chr14	44023265	44029271	+	6007	dl	2.0
Ccnb1	Ccnb1-dl3	gene-Ccnb1-dl3	paralog_dl	chr17	75080939	75082204	-	1266	dl	3.0
Ccnb1	Ccnb1-dl5	gene-Ccnb1-dl5	paralog_dl	chr27	46779227	46779802	+	576	dl	5.0
Ccnq	Ccnq	gene-Ccnq	parent	chrX	2389967	2406147	+	16181		
Ccnq	Ccnq-dl1	gene-Ccnq-dl1	paralog_dl	chr15	58252567	58253873	-	1307	dl	1.0
Ccr1	Ccr1	gene-Ccr1	parent	chr16	3153032	3156901	+	3870		
Ccr1	Ccr1-l1	gene-Ccr1-l1	paralog_l	chr16	3219128	3224612	+	5485	l	1.0
Cct2	Cct2	gene-Cct2	parent	chr16	27737095	27751565	-	14471		
Cct2	Cct2-l1	gene-Cct2-l1	paralog_l	chr7	100568626	100570511	-	1886	l	1.0
Cct3	Cct3	gene-Cct3	parent	chr22	56156234	56180250	+	24017		
Cct3	Cct3-l1	gene-Cct3-l1	paralog_l	chr2	42443324	42445134	+	1811	l	1.0
Cct3	Cct3-dl1	gene-Cct3-dl1	paralog_dl	chr5	7266507	7268431	+	1925	dl	1.0
Cct3	Cct3-dl2	gene-Cct3-dl2	paralog_dl	chr7	75738244	75740176	+	1933	dl	2.0
Cct4	Cct4	gene-Cct4	parent	chr22	39392292	39414603	+	22312		
Cct4	Cct4-dl2	gene-Cct4-dl2	paralog_dl	chrY	40377977	40379801	+	1825	dl	2.0
Cct4	Cct4-dl1	gene-Cct4-dl1	paralog_dl	chr18	83873284	83875084	+	1801	dl	1.0
Cct5	Cct5	gene-Cct5	parent	chr6	50827989	50840939	-	12951		
Cct5	Cct5-l1	gene-Cct5-l1	paralog_l	chr24	17630464	17632285	-	1822	l	1.0
Cct6a	Cct6a	gene-Cct6a	parent	chr6	41894118	41903806	-	9689		
Cct6a	Cct6a-l1	gene-Cct6a-l1	paralog_l	chr27	6149899	6151565	+	1667	l	1.0
Cct7	Cct7	gene-Cct7	parent	chr22	27804214	27826907	-	22694		
Cct7	Cct7-l1	gene-Cct7-l1	paralog_l	chr1	122150133	122151501	+	1369	l	1.0
Cct7	Cct7-dl3	gene-Cct7-dl3	paralog_dl	chr3	15271858	15273642	-	1785	dl	3.0
Cct7	Cct7-dl4	gene-Cct7-dl4	paralog_dl	chr3	144006211	144007836	-	1626	dl	4.0
Cct7	Cct7-l2	gene-Cct7-l2	paralog_l	chr8	95017378	95040244	-	22867	l	2.0
Cct7	Cct7-dl5	gene-Cct7-dl5	paralog_dl	chr9	88499444	88501220	+	1777	dl	5.0
Cct7	Cct7-dl1	gene-Cct7-dl1	paralog_dl	chr13	49716936	49718161	-	1226	dl	1.0
Cct7	Cct7-dl2	gene-Cct7-dl2	paralog_dl	chr18	65319235	65320341	+	1107	dl	2.0
Cd164	Cd164	gene-Cd164	parent	chr2	45940137	45940742	-	606		
Cd164	Cd164-dl1	gene-Cd164-dl1	paralog_dl	chr15	40181472	40197633	-	16162	dl	1.0
Cd1a	Cd1a	gene-Cd1a	parent	chr2	6283145	6285975	-	2831		
Cd1a	Cd1a-l1	gene-Cd1a-l1	paralog_l	chr2	6465265	6468130	-	2866	l	1.0
Cd209a	Cd209a	gene-Cd209a	parent	chr3	108838470	108841638	+	3169		
Cd209a	Cd209a-l1	gene-Cd209a-l1	paralog_l	chr3	108798055	108802499	-	4445	l	1.0
Cd300ld	Cd300ld	gene-Cd300ld	parent	chr18	17802169	17830383	-	28215		
Cd300ld	Cd300ld-l1	gene-Cd300ld-l1	paralog_l	chr1	10032708	10037443	-	4736	l	1.0
Cd33	Cd33	gene-Cd33	parent	chr2	36002856	36007149	+	4294		
Cd33	Cd33-l1	gene-Cd33-l1	paralog_l	chr2	36053387	36059538	+	6152	l	1.0
Cd5l	Cd5l	gene-Cd5l	parent	chr2	12021318	12034418	+	13101		
Cd5l	Cd5l-dl1	gene-Cd5l-dl1	paralog_dl	chr2	74508629	74520499	+	11871	dl	1.0
Cd70	Cd70	gene-Cd70	parent	chr3	119381207	119385176	-	3970		
Cd70	Cd70-l1	gene-Cd70-l1	paralog_l	chr3	119168031	119176890	+	8860	l	1.0
Cdc26	Cdc26	gene-Cdc26	parent	chr14	88400620	88412414	-	11795		
Cdc26	Cdc26-dl1	gene-Cdc26-dl1	paralog_dl	chr1	157743375	157744066	+	692	dl	1.0
Cdhr3	Cdhr3	gene-Cdhr3	parent	chr17	90731375	90791224	-	59850		
Cdhr3	Cdhr3-l1	gene-Cdhr3-l1	paralog_l	chr19	95382167	95460608	-	78442	l	1.0
Cdk1	Cdk1	gene-Cdk1	parent	chr1	49615041	49629529	-	14489		
Cdk1	Cdk1-dl1	gene-Cdk1-dl1	paralog_dl	chr1	1833429	1834509	-	1081	dl	1.0
Cdk1	Cdk1-dl2	gene-Cdk1-dl2	paralog_dl	chr19	18031302	18032195	-	894	dl	2.0
Cdk2ap1	Cdk2ap1	gene-Cdk2ap1	parent	chr20	6016947	6027879	+	10933		
Cdk2ap1	Cdk2ap1-dl1	gene-Cdk2ap1-dl1	paralog_dl	chr1	61500039	61500302	-	264	dl	1.0
Cdkn2aipnl	Cdkn2aipnl	gene-Cdkn2aipnl	parent	chr11	113287594	113295190	+	7597		
Cdkn2aipnl	Cdkn2aipnl-dl1	gene-Cdkn2aipnl-dl1	paralog_dl	chr10	11669800	11670102	-	303	dl	1.0
Cdkn2aipnl	Cdkn2aipnl-l1	gene-Cdkn2aipnl-l1	paralog_l	chr19	20501542	20502241	+	700	l	1.0
Cdkn2aipnl	Cdkn2aipnl-dl2	gene-Cdkn2aipnl-dl2	paralog_dl	chr28	9178431	9179140	+	710	dl	2.0
Cdkn2b	Cdkn2b	gene-Cdkn2b	parent	chr14	70494588	70499112	+	4525		
Cdkn2b	Cdkn2b-l1	gene-Cdkn2b-l1	paralog_l	chr14	70528469	70536060	+	7592	l	1.0
Ceacam1	Ceacam1	gene-Ceacam1	parent	chr2	26927810	26948249	+	20440		
Ceacam1	Ceacam1-l1	gene-Ceacam1-l1	paralog_l	chr2	26846727	26858888	+	12162	l	1.0
Cebpz	Cebpz	gene-Cebpz	parent	chr12	78958646	78979471	+	20826		
Cebpz	Cebpz-dl2	gene-Cebpz-dl2	paralog_dl	chrX	106104070	106108836	+	4767	dl	2.0
Cebpz	Cebpz-dl1	gene-Cebpz-dl1	paralog_dl	chr8	65753499	65756860	-	3362	dl	1.0
Cebpzos	Cebpzos	gene-Cebpzos	parent	chr12	78974349	79045239	-	70891		
Cebpzos	Cebpzos-l1	gene-Cebpzos-l1	paralog_l	chr19	27123506	27123761	+	256	l	1.0
Cel	Cel	gene-Cel	parent	chr14	111183755	111201628	+	17874		
Cel	Cel-l1	gene-Cel-l1	paralog_l	chr14	111210989	111213978	+	2990	l	1.0
Celf3	Celf3	gene-Celf3	parent	chr22	53009964	53024196	-	14233		
Celf3	Celf3-l1	gene-Celf3-l1	paralog_l	chr17	15023763	15027426	-	3664	l	1.0
Cenpi	Cenpi	gene-Cenpi	parent	chrX	76740427	76809385	-	68959		
Cenpi	Cenpi-l1	gene-Cenpi-l1	paralog_l	chr8	93684148	93692536	-	8389	l	1.0
Ces1	Ces1	gene-Ces1	parent	chr1	143271656	143322675	-	51020		
Ces1	Ces1-rl1	gene-Ces1-rl1	paralog_rl	chr1	142883274	143163995	-	280722	rl	1.0
Ces1	Ces1-l1	gene-Ces1-l1	paralog_l	chr1	143382129	143407441	-	25313	l	1.0
Ces1d	Ces1d	gene-Ces1d	parent	chr1	142800660	142828901	-	28242		
Ces1d	Ces1d-l1	gene-Ces1d-l1	paralog_l	chr1	143498930	143525816	-	26887	l	1.0
Cfl1	Cfl1	gene-Cfl1	parent	chr4	82615955	82619393	+	3439		
Cfl1	Cfl1-dl2	gene-Cfl1-dl2	paralog_dl	chr9	107820446	107821452	-	1007	dl	2.0
Cfl1	Cfl1-dl1	gene-Cfl1-dl1	paralog_dl	chr20	58599035	58599937	+	903	dl	1.0
Chchd1	Chchd1	gene-Chchd1	parent	chr1	21252871	21254695	-	1825		
Chchd1	Chchd1-dl1	gene-Chchd1-dl1	paralog_dl	chr3	62472844	62474613	-	1770	dl	1.0
Chchd1	Chchd1-l1	gene-Chchd1-l1	paralog_l	chr11	71964449	71964852	-	404	l	1.0
Chchd2	Chchd2	gene-Chchd2	parent	chr6	41860475	41865136	+	4662		
Chchd2	Chchd2-dl1	gene-Chchd2-dl1	paralog_dl	chrY	58976481	58977218	+	738	dl	1.0
Chchd2	Chchd2-l1	gene-Chchd2-l1	paralog_l	chr28	25395104	25395823	-	720	l	1.0
Chchd4	Chchd4	gene-Chchd4	parent	chr9	82193727	82203482	-	9756		
Chchd4	Chchd4-dl3	gene-Chchd4-dl3	paralog_dl	chr4	100233830	100234252	+	423	dl	3.0
Chchd4	Chchd4-dl4	gene-Chchd4-dl4	paralog_dl	chr6	89752061	89753353	+	1293	dl	4.0
Chchd4	Chchd4-dl1	gene-Chchd4-dl1	paralog_dl	chr14	23213391	23214634	+	1244	dl	1.0
Chchd4	Chchd4-dl2	gene-Chchd4-dl2	paralog_dl	chr17	85941058	85942410	-	1353	dl	2.0
Chchd6	Chchd6	gene-Chchd6	parent	chr9	81792615	82055285	-	262671		
Chchd6	Chchd6-dl1	gene-Chchd6-dl1	paralog_dl	chr4	41506640	41507356	+	717	dl	1.0
Chmp4b	Chmp4b	gene-Chmp4b	parent	chr20	61154603	61204606	+	50004		
Chmp4b	Chmp4b-dl1	gene-Chmp4b-dl1	paralog_dl	chrX	174772362	174773416	-	1055	dl	1.0
Chmp5	Chmp5	gene-Chmp5	parent	chr14	57857367	57873807	-	16441		
Chmp5	Chmp5-l1	gene-Chmp5-l1	paralog_l	chr1	56227057	56228378	+	1322	l	1.0
Chmp5	Chmp5-dl1	gene-Chmp5-dl1	paralog_dl	chr5	111538557	111541157	-	2601	dl	1.0
Chmp5	Chmp5-dl2	gene-Chmp5-dl2	paralog_dl	chr6	92041457	92042116	-	660	dl	2.0
Chordc1	Chordc1	gene-Chordc1	parent	chr24	21543644	21563408	+	19765		
Chordc1	Chordc1-l1	gene-Chordc1-l1	paralog_l	chr9	89591286	89593076	-	1791	l	1.0
Chordc1	Chordc1-dl1	gene-Chordc1-dl1	paralog_dl	chr17	99125105	99125761	-	657	dl	1.0
Chrac1	Chrac1	gene-Chrac1	parent	chr26	33273653	33279275	+	5623		
Chrac1	Chrac1-dl1	gene-Chrac1-dl1	paralog_dl	chr14	33680320	33680709	+	390	dl	1.0
Chtop	Chtop	gene-Chtop	parent	chr22	58677223	58686450	-	9228		
Chtop	Chtop-l1	gene-Chtop-l1	paralog_l	chr3	100685694	100687212	+	1519	l	1.0
Churc1	Churc1	gene-Churc1	parent	chr27	16147679	16172411	+	24733		
Churc1	Churc1-dl1	gene-Churc1-dl1	paralog_dl	chr19	32313810	32314148	+	339	dl	1.0
Cir1	Cir1	gene-Cir1	parent	chr9	31732404	31772909	-	40506		
Cir1	Cir1-dl1	gene-Cir1-dl1	paralog_dl	chr18	45570944	45572745	+	1802	dl	1.0
Cirbp	Cirbp	gene-Cirbp	parent	chr3	123230198	123237063	-	6866		
Cirbp	Cirbp-l1	gene-Cirbp-l1	paralog_l	chr18	17760200	17761352	-	1153	l	1.0
Cisd1	Cisd1	gene-Cisd1	parent	chr1	25867944	25888287	-	20344		
Cisd1	Cisd1-dl1	gene-Cisd1-dl1	paralog_dl	chr23	36359473	36360107	+	635	dl	1.0
Cisd2	Cisd2	gene-Cisd2	parent	chr1	103158171	103178531	-	20361		
Cisd2	Cisd2-dl1	gene-Cisd2-dl1	paralog_dl	chr22	13690179	13692204	-	2026	dl	1.0
Ckb	Ckb	gene-Ckb	parent	chr27	51829937	51832603	-	2667		
Ckb	Ckb-l1	gene-Ckb-l1	paralog_l	chr2	149901311	149902745	+	1435	l	1.0
Cks1b	Cks1b	gene-Cks1b	parent	chr22	57286936	57291621	-	4686		
Cks1b	Cks1b-dl1	gene-Cks1b-dl1	paralog_dl	chr10	11282493	11282732	+	240	dl	1.0
Clca4	Clca4	gene-Clca4	parent	chr21	48743875	48771146	+	27272		
Clca4	Clca4-l1	gene-Clca4-l1	paralog_l	chr21	48799173	48829472	+	30300	l	1.0
Clec4a	Clec4a	gene-Clec4a	parent	chr4	14768346	14802879	+	34534		
Clec4a	Clec4a-l1	gene-Clec4a-l1	paralog_l	chr4	12934426	12950370	-	15945	l	1.0
Clec4a	Clec4a-rl1	gene-Clec4a-rl1	paralog_rl	chr4	12965699	12973232	-	7534	rl	1.0
Clec4g	Clec4g	gene-Clec4g	parent	chr3	108677166	108680312	-	3147		
Clec4g	Clec4g-dl1	gene-Clec4g-dl1	paralog_dl	chr3	124174502	124183538	-	9037	dl	1.0
Clic1	Clic1	gene-Clic1	parent	chr1	1907910	1915860	-	7951		
Clic1	Clic1-l1	gene-Clic1-l1	paralog_l	chr1	46739975	46746045	-	6071	l	1.0
Clint1	Clint1	gene-Clint1	parent	chr11	105833222	105893370	+	60149		
Clint1	Clint1-l1	gene-Clint1-l1	paralog_l	chr20	83505869	83507964	-	2096	l	1.0
Clns1a	Clns1a	gene-Clns1a	parent	chr24	12616257	12627933	+	11677		
Clns1a	Clns1a-dl1	gene-Clns1a-dl1	paralog_dl	chr5	124439944	124441435	+	1492	dl	1.0
Clns1a	Clns1a-dl2	gene-Clns1a-dl2	paralog_dl	chr9	27178171	27178512	+	342	dl	2.0
Cmc1	Cmc1	gene-Cmc1	parent	chr19	68887691	68963125	-	75435		
Cmc1	Cmc1-l1	gene-Cmc1-l1	paralog_l	chr10	9113680	9113873	+	194	l	1.0
Cmc4	Cmc4	gene-Cmc4	parent	chrX	926710	936307	+	9598		
Cmc4	Cmc4-l1	gene-Cmc4-l1	paralog_l	chr2	59707953	59708194	-	242	l	1.0
Cmpk1	Cmpk1	gene-Cmpk1	parent	chr19	50246578	50283249	+	36672		
Cmpk1	Cmpk1-dl2	gene-Cmpk1-dl2	paralog_dl	chr8	100945579	100946262	-	684	dl	2.0
Cmpk1	Cmpk1-dl1	gene-Cmpk1-dl1	paralog_dl	chr12	74388920	74389285	-	366	dl	1.0
Cmtm8	Cmtm8	gene-Cmtm8	parent	chr19	64371635	64494559	-	122925		
Cmtm8	Cmtm8-dl1	gene-Cmtm8-dl1	paralog_dl	chr15	16876721	16877242	-	522	dl	1.0
Cnn3	Cnn3	gene-Cnn3	parent	chr21	59309161	59314336	-	5176		
Cnn3	Cnn3-dl2	gene-Cnn3-dl2	paralog_dl	chr8	14946017	14947867	-	1851	dl	2.0
Cnn3	Cnn3-dl1	gene-Cnn3-dl1	paralog_dl	chr14	111789712	111790728	-	1017	dl	1.0
Coa3	Coa3	gene-Coa3	parent	chr14	35993230	35993938	+	709		
Coa3	Coa3-l1	gene-Coa3-l1	paralog_l	chr7	2248693	2250361	+	1669	l	1.0
Coa6	Coa6	gene-Coa6	parent	chr13	86440396	86444779	-	4384		
Coa6	Coa6-dl1	gene-Coa6-dl1	paralog_dl	chr4	77702212	77702777	-	566	dl	1.0
Cobll1	Cobll1	gene-Cobll1	parent	chr9	21949199	22172530	-	223332		
Cobll1	Cobll1-l1	gene-Cobll1-l1	paralog_l	chr14	59458032	59461479	-	3448	l	1.0
Coil	Coil	gene-Coil	parent	chr7	13976543	13994085	-	17543		
Coil	Coil-dl1	gene-Coil-dl1	paralog_dl	chr2	91891150	91893691	-	2542	dl	1.0
Copb2	Copb2	gene-Copb2	parent	chr6	76246696	76274504	-	27809		
Copb2	Copb2-dl1	gene-Copb2-dl1	paralog_dl	chr1	76245120	76248189	+	3070	dl	1.0
Cops2	Cops2	gene-Cops2	parent	chr8	5458257	5487094	+	28838		
Cops2	Cops2-l1	gene-Cops2-l1	paralog_l	chr5	44530456	44532401	+	1946	l	1.0
Cox15	Cox15	gene-Cox15	parent	chr28	7171846	7196884	-	25039		
Cox15	Cox15-dl1	gene-Cox15-dl1	paralog_dl	chr4	106616263	106619077	-	2815	dl	1.0
Cox19	Cox19	gene-Cox19	parent	chr6	24004906	24012444	-	7539		
Cox19	Cox19-l1	gene-Cox19-l1	paralog_l	chrX	176882183	176882491	-	309	l	1.0
Cox6a1	Cox6a1	gene-Cox6a1	parent	chr1	156173022	156173553	+	532		
Cox6a1	Cox6a1-l1	gene-Cox6a1-l1	paralog_l	chr20	17763835	17765992	+	2158	l	1.0
Cox6a1	Cox6a1-dl1	gene-Cox6a1-dl1	paralog_dl	chr22	37200649	37200984	+	336	dl	1.0
Cox6b1	Cox6b1	gene-Cox6b1	parent	chr2	19877790	19882907	+	5118		
Cox6b1	Cox6b1-l1	gene-Cox6b1-l1	paralog_l	chr3	7088542	7089023	-	482	l	1.0
Cox6b1	Cox6b1-dl1	gene-Cox6b1-dl1	paralog_dl	chr18	26166569	26166805	+	237	dl	1.0
Cox6b1	Cox6b1-dl2	gene-Cox6b1-dl2	paralog_dl	chr24	8322315	8322614	-	300	dl	2.0
Cox6c	Cox6c	gene-Cox6c	parent	chr11	25269679	25280940	+	11262		
Cox6c	Cox6c-dl4	gene-Cox6c-dl4	paralog_dl	chrX	179249156	179249383	-	228	dl	4.0
Cox6c	Cox6c-dl2	gene-Cox6c-dl2	paralog_dl	chr4	112615804	112616226	-	423	dl	2.0
Cox6c	Cox6c-dl3	gene-Cox6c-dl3	paralog_dl	chr5	99002569	99002796	-	228	dl	3.0
Cox6c	Cox6c-l1	gene-Cox6c-l1	paralog_l	chr16	40286862	40287140	-	279	l	1.0
Cox6c	Cox6c-dl1	gene-Cox6c-dl1	paralog_dl	chr19	54500990	54501217	+	228	dl	1.0
Cox7a2	Cox7a2	gene-Cox7a2	parent	chr3	101589623	101597999	+	8377		
Cox7a2	Cox7a2-dl1	gene-Cox7a2-dl1	paralog_dl	chr15	15563785	15564183	+	399	dl	1.0
Cox7a2	Cox7a2-dl2	gene-Cox7a2-dl2	paralog_dl	chr17	72179655	72179906	+	252	dl	2.0
Cox7a2	Cox7a2-dl3	gene-Cox7a2-dl3	paralog_dl	chr19	27811133	27811500	-	368	dl	3.0
Cox7a2	Cox7a2-dl4	gene-Cox7a2-dl4	paralog_dl	chr22	52412905	52413156	-	252	dl	4.0
Cox7b	Cox7b	gene-Cox7b	parent	chr21	47213034	47213379	-	346		
Cox7b	Cox7b-l2	gene-Cox7b-l2	paralog_l	chrX	100604592	100614977	-	10386	l	2.0
Cox7b	Cox7b-l1	gene-Cox7b-l1	paralog_l	chr4	41072501	41072847	+	347	l	1.0
Cox7b	Cox7b-dl1	gene-Cox7b-dl1	paralog_dl	chr10	101059300	101059687	+	388	dl	1.0
Cox7b	Cox7b-dl2	gene-Cox7b-dl2	paralog_dl	chr12	17678498	17678746	+	249	dl	2.0
Cox7b	Cox7b-dl3	gene-Cox7b-dl3	paralog_dl	chr13	19723504	19724006	+	503	dl	3.0
Cox7b	Cox7b-dl4	gene-Cox7b-dl4	paralog_dl	chr21	11124399	11124641	-	243	dl	4.0
Cox7b	Cox7b-dl5	gene-Cox7b-dl5	paralog_dl	chr27	39805771	39806013	+	243	dl	5.0
Cox7c	Cox7c	gene-Cox7c	parent	chr3	70488484	70489836	-	1353		
Cox7c	Cox7c-dl2	gene-Cox7c-dl2	paralog_dl	chrX	84358411	84358782	+	372	dl	2.0
Cox7c	Cox7c-dl1	gene-Cox7c-dl1	paralog_dl	chr22	52729166	52730743	+	1578	dl	1.0
Cox8a	Cox8a	gene-Cox8a	parent	chr4	84365982	84369645	-	3664		
Cox8a	Cox8a-dl1	gene-Cox8a-dl1	paralog_dl	chr19	23721904	23722341	-	438	dl	1.0
Cpm	Cpm	gene-Cpm	parent	chr16	28660373	28686954	+	26582		
Cpm	Cpm-l1	gene-Cpm-l1	paralog_l	chr21	65616173	65621959	+	5787	l	1.0
Cpt2	Cpt2	gene-Cpt2	parent	chr19	56031452	56049817	+	18366		
Cpt2	Cpt2-dl1	gene-Cpt2-dl1	paralog_dl	chrX	42303831	42306812	-	2982	dl	1.0
Crcp	Crcp	gene-Crcp	parent	chr6	41641249	41689997	-	48749		
Crcp	Crcp-dl1	gene-Crcp-dl1	paralog_dl	chrX	161661447	161663207	+	1761	dl	1.0
Crip1	Crip1	gene-Crip1	parent	chr27	53213985	53215994	+	2010		
Crip1	Crip1-dl1	gene-Crip1-dl1	paralog_dl	chr12	90011796	90012134	-	339	dl	1.0
Crip1	Crip1-dl2	gene-Crip1-dl2	paralog_dl	chr16	68381088	68382259	+	1172	dl	2.0
Cript	Cript	gene-Cript	parent	chr2	66475593	66477342	+	1750		
Cript	Cript-dl1	gene-Cript-dl1	paralog_dl	chr12	69329655	69335259	-	5605	dl	1.0
Cript	Cript-dl2	gene-Cript-dl2	paralog_dl	chr26	48731589	48731894	-	306	dl	2.0
Crisp3	Crisp3	gene-Crisp3	parent	chr15	8564342	8584425	+	20084		
Crisp3	Crisp3-l1	gene-Crisp3-l1	paralog_l	chr15	8620909	8634411	+	13503	l	1.0
Cryz	Cryz	gene-Cryz	parent	chr21	36323362	36375345	-	51984		
Cryz	Cryz-l1	gene-Cryz-l1	paralog_l	chr20	50809741	50811561	+	1821	l	1.0
Cs	Cs	gene-Cs	parent	chr16	42555483	42594753	+	39271		
Cs	Cs-l1	gene-Cs-l1	paralog_l	chr13	44444578	44446077	-	1500	l	1.0
Cse1l	Cse1l	gene-Cse1l	parent	chr20	76811733	76858936	+	47204		
Cse1l	Cse1l-dl1	gene-Cse1l-dl1	paralog_dl	chr4	59605779	59608265	+	2487	dl	1.0
Csf2rb	Csf2rb	gene-Csf2rb	parent	chr4	35375867	35399397	+	23531		
Csf2rb	Csf2rb-l1	gene-Csf2rb-l1	paralog_l	chr4	35405616	35419642	-	14027	l	1.0
Cspg4	Cspg4	gene-Cspg4	parent	chr17	17461057	17491621	-	30565		
Cspg4	Cspg4-l1	gene-Cspg4-l1	paralog_l	chr10	94616061	94678623	-	62563	l	1.0
Cst3	Cst3	gene-Cst3	parent	chr3	129089508	129092145	+	2638		
Cst3	Cst3-l1	gene-Cst3-l1	paralog_l	chr3	128696107	128698739	-	2633	l	1.0
Cst3	Cst3-dl1	gene-Cst3-dl1	paralog_dl	chr3	128760078	128762324	-	2247	dl	1.0
Cst3	Cst3-l2	gene-Cst3-l2	paralog_l	chr3	129132652	129136389	+	3738	l	2.0
Cst3	Cst3-l3	gene-Cst3-l3	paralog_l	chr3	129147556	129150240	+	2685	l	3.0
Cst3	Cst3-l4	gene-Cst3-l4	paralog_l	chr3	129187659	129191233	+	3575	l	4.0
Cst3	Cst3-l5	gene-Cst3-l5	paralog_l	chr3	129231764	129235711	+	3948	l	5.0
Cstf3	Cstf3	gene-Cstf3	parent	chr4	75643240	75735191	+	91952		
Cstf3	Cstf3-dl1	gene-Cstf3-dl1	paralog_dl	chr2	47861685	47863838	-	2154	dl	1.0
Ctnnbl1	Ctnnbl1	gene-Ctnnbl1	parent	chr20	65071825	65260470	+	188646		
Ctnnbl1	Ctnnbl1-l1	gene-Ctnnbl1-l1	paralog_l	chr13	96051619	96053567	+	1949	l	1.0
Ctrb1	Ctrb1	gene-Ctrb1	parent	chr1	164053083	164057726	+	4644		
Ctrb1	Ctrb1-l1	gene-Ctrb1-l1	paralog_l	chr1	163964344	163969177	-	4834	l	1.0
Ctrb1	Ctrb1-dl1	gene-Ctrb1-dl1	paralog_dl	chr1	164078049	164081374	+	3326	dl	1.0
Ctrb1	Ctrb1-l2	gene-Ctrb1-l2	paralog_l	chr1	164146544	164151740	-	5197	l	2.0
Ctsg	Ctsg	gene-Ctsg	parent	chr8	43758958	43761933	+	2976		
Ctsg	Ctsg-l1	gene-Ctsg-l1	paralog_l	chr8	43790451	43793442	+	2992	l	1.0
Ctu1	Ctu1	gene-Ctu1	parent	chr2	35738295	35746427	-	8133		
Ctu1	Ctu1-l1	gene-Ctu1-l1	paralog_l	chr2	36322366	36329604	+	7239	l	1.0
Cuta	Cuta	gene-Cuta	parent	chr1	3665221	3667527	-	2307		
Cuta	Cuta-l1	gene-Cuta-l1	paralog_l	chr14	96694758	96719583	+	24826	l	1.0
Cwc27	Cwc27	gene-Cwc27	parent	chr10	104928875	105204963	+	276089		
Cwc27	Cwc27-l1	gene-Cwc27-l1	paralog_l	chr11	45784646	45786695	-	2050	l	1.0
Cxcr4	Cxcr4	gene-Cxcr4	parent	chr13	21794748	21798439	-	3692		
Cxcr4	Cxcr4-l1	gene-Cxcr4-l1	paralog_l	chr7	133434866	133436511	-	1646	l	1.0
Cyb5b	Cyb5b	gene-Cyb5b	parent	chr1	158480360	158519106	+	38747		
Cyb5b	Cyb5b-dl1	gene-Cyb5b-dl1	paralog_dl	chr10	38592076	38593614	-	1539	dl	1.0
Cycs	Cycs	gene-Cycs	parent	chr2	44009962	44010279	-	318		
