	Chromosome	Start	End	Length	gene_count	repeat_count	unknown_repeat_count	LINE_repeat_count	LTR_repeat_count	SINE_repeat_count	DNA_transposon_repeat_count	Cumulative_Length	Cumulative_Length_Pct
8643	chr17	21694700	21729369	34669	0	60	22	9	8	12	0	412374002	78.94339609551594
2002	chr10	52238851	52273486	34635	1	93	18	22	11	29	1	412408637	78.95002649537264
20241	chr4	58716369	58750998	34629	1	84	25	7	9	25	2	412443266	78.95665574661092
17360	chr26	51924607	51959203	34596	0	0	0	0	0	0	0	412477862	78.96327868044786
20768	chr4	133680301	133714821	34520	0	40	15	5	10	7	0	412512382	78.96988706511809
12663	chr20	355525	390003	34478	2	228	43	22	48	98	2	412546860	78.97648740945934
15023	chr22	53994581	54029056	34475	3	49	17	11	7	9	1	412581335	78.98308717949138
28920	chrY	72856286	72890750	34464	0	65	14	12	20	10	0	412615799	78.98968484372297
980	chr1	108549509	108583936	34427	0	99	25	10	12	39	0	412650226	78.99627542480762
26672	chrX	5862896	5897246	34350	1	58	10	13	10	23	0	412684576	79.00285126528915
20603	chr4	93490835	93525133	34298	0	53	15	16	3	9	0	412718874	79.00941715107767
16589	chr24	62957889	62992173	34284	4	154	47	8	35	49	0	412753158	79.01598035675651
6966	chr15	63482344	63516603	34259	0	100	29	19	17	28	0	412787417	79.02253877652528
25130	chr8	74987631	75021865	34234	1	185	36	20	29	89	0	412821651	79.02909241038391
19921	chr4	34605828	34640023	34195	2	57	19	18	1	10	0	412855846	79.03563857822282
26802	chrX	14730153	14764317	34164	0	41	13	16	3	3	0	412890010	79.04217881153318
10063	chr18	83202438	83236598	34160	0	153	136	0	0	17	0	412924170	79.04871827909791
24769	chr8	47353909	47388050	34141	1	84	26	15	14	25	0	412958311	79.05525410937098
18649	chr3	40063977	40098041	34064	2	58	17	5	11	16	0	412992375	79.06177519904092
13843	chr21	8848746	8882804	34058	1	111	22	13	11	52	1	413026433	79.06829514009245
26198	chr9	81534490	81568541	34051	0	92	31	14	7	28	1	413060484	79.07481374108914
20204	chr4	56330963	56364977	34014	0	76	25	7	6	24	0	413094498	79.08132525893889
20757	chr4	123431298	123465307	34009	0	38	13	8	11	3	0	413128507	79.08783581960661
10627	chr19	24589148	24623146	33998	1	257	40	27	58	106	0	413162505	79.0943442744739
24023	chr7	87554430	87588421	33991	0	152	30	28	21	58	0	413196496	79.10085138928635
14308	chr21	58000695	58034671	33976	0	79	21	17	13	21	0	413230472	79.10735563255272
15922	chr23	82367404	82401374	33970	1	102	35	15	14	28	0	413264442	79.11385872720068
11480	chr2	19837651	19871558	33907	0	114	36	26	10	34	2	413298349	79.12034976135519
6786	chr15	44034925	44068831	33906	0	130	32	26	14	44	0	413332255	79.1268406040733
6791	chr15	44228905	44262789	33884	0	114	33	20	10	35	0	413366139	79.13332723519049
28055	chrX	129912328	129946209	33881	0	50	14	14	9	7	0	413400020	79.13981329199848
5669	chr14	37818479	37852320	33841	1	54	12	15	5	9	0	413433861	79.14629169135031
1916	chr10	41510608	41544445	33837	1	120	22	16	32	37	1	413467698	79.15276932495652
20197	chr4	55944126	55977952	33826	0	84	26	20	4	18	5	413501524	79.1592448527623
5344	chr13	115122386	115156179	33793	2	38	17	4	7	8	0	413535317	79.16571406316673
14579	chr22	13209137	13242908	33771	2	100	22	18	26	20	0	413569088	79.17217906197027
23423	chr7	22074050	22107800	33750	1	77	29	15	8	18	0	413602838	79.17864004060932
6959	chr15	61973309	62007043	33734	1	77	20	10	12	21	3	413636572	79.18509795626592
6814	chr15	45134716	45168362	33646	0	137	36	27	16	45	0	413670218	79.19153902551895
26975	chrX	29032566	29066209	33643	0	105	39	14	12	30	0	413703861	79.19797952046275
12316	chr2	75917905	75951517	33612	0	103	19	19	15	39	1	413737473	79.20441408087805
15409	chr23	4060824	4094391	33567	0	40	11	18	2	6	0	413771040	79.21084002665515
11288	chr19	95174447	95208012	33565	1	70	15	9	16	29	0	413804605	79.21726558955943
15968	chr24	4362026	4395575	33549	0	111	25	23	26	31	0	413838154	79.22368808948127
18893	chr3	76797132	76830654	33522	0	59	17	13	9	14	0	413871676	79.23010542062018
6522	chr15	14307786	14341304	33518	2	145	25	24	14	70	0	413905194	79.23652198601347
6854	chr15	48359187	48392672	33485	0	87	24	12	14	30	0	413938679	79.24293223400545
16325	chr24	31341191	31374672	33481	2	71	25	12	11	16	0	413972160	79.24934171625179
23412	chr7	21803236	21836690	33454	1	129	29	20	28	36	1	414005614	79.25574602971523
7306	chr15	101506374	101539827	33453	0	125	34	24	12	40	0	414039067	79.26215015174226
6796	chr15	44402161	44435613	33452	0	112	30	20	12	37	0	414072519	79.26855408233288
12045	chr2	50007510	50040958	33448	2	132	31	15	32	39	0	414105967	79.2749572471779
7380	chr15	104619545	104652954	33409	0	132	34	26	17	41	0	414139376	79.28135294600315
1129	chr1	123311174	123344581	33407	1	101	38	14	11	27	0	414172783	79.28774826195558
16880	chr25	34048416	34081819	33403	1	134	31	25	14	57	0	414206186	79.29414281216242
8639	chr17	21555395	21588792	33397	0	56	20	10	8	10	0	414239583	79.30053621375082
7327	chr15	102435585	102468944	33359	0	125	32	25	15	41	0	414272942	79.30692234075586
6784	chr15	43852242	43885541	33299	0	127	32	25	17	42	0	414306241	79.31329698157666
8630	chr17	21342147	21375443	33296	0	43	14	8	4	14	0	414339537	79.31967104808824
1663	chr10	9086739	9120011	33272	2	140	30	17	20	63	0	414372809	79.32604052012613
8653	chr17	22117169	22150381	33212	0	57	23	11	4	12	0	414406021	79.33239850597977
10258	chr19	83954	117147	33193	0	146	21	10	13	26	0	414439214	79.33875285454172
12783	chr20	11080525	11113712	33187	0	14	4	4	3	3	0	414472401	79.34510605448526
14708	chr22	27359667	27392834	33167	1	67	27	11	7	16	1	414505568	79.3514554257007
8647	chr17	21837377	21870536	33159	0	51	19	10	4	12	0	414538727	79.35780326542493
15485	chr23	18990256	19023411	33155	0	101	23	20	18	35	0	414571882	79.36415033940354
23555	chr7	33570067	33603201	33134	1	49	16	12	5	10	3	414605016	79.37049339321766
489	chr1	53096222	53129353	33131	1	108	27	13	18	33	0	414638147	79.37683587272257
4431	chr12	119499773	119532857	33084	1	51	8	18	3	14	2	414671231	79.38316935471647
5910	chr14	58823245	58856269	33024	1	94	23	10	16	31	1	414704255	79.38949135052613
9678	chr18	36979185	37012208	33023	0	89	20	20	18	24	1	414737278	79.3958131548994
3772	chr12	26994898	27027900	33002	1	123	25	15	22	44	2	414770280	79.40213093910816
28417	chrX	161740100	161773099	32999	1	65	15	8	5	25	0	414803279	79.40844814900773
6825	chr15	45886996	45919989	32993	0	85	23	10	14	31	0	414836272	79.41476421028885
15457	chr23	14989738	15022723	32985	1	101	28	13	12	40	0	414869257	79.42107874007877
25001	chr8	60511456	60544441	32985	0	54	15	9	14	10	0	414902242	79.42739326986867
6251	chr14	101599275	101632250	32975	1	224	34	27	40	96	1	414935217	79.43370588529453
12543	chr2	144685447	144718417	32970	2	171	32	23	21	78	0	414968187	79.44001754353837
9322	chr18	1120050	1152992	32942	0	88	20	17	14	23	0	415001129	79.4463238415629
9546	chr18	24088815	24121731	32916	0	84	19	15	14	24	0	415034045	79.45262516224092
9337	chr18	3372902	3405801	32899	0	88	21	15	14	24	0	415066944	79.45892322850007
10218	chr18	96574347	96607236	32889	0	86	19	15	14	25	0	415099833	79.46521938039517
25551	chr9	9648975	9681860	32885	1	20	4	9	6	1	0	415132718	79.47151476654466
6774	chr15	43381635	43414436	32801	0	80	18	27	10	18	0	415165519	79.47779407203622
6838	chr15	47085561	47118345	32784	0	97	29	10	17	34	0	415198303	79.48407012310888
5789	chr14	51051724	51084496	32772	3	127	32	33	11	32	0	415231075	79.4903438769447
4455	chr12	122263374	122296106	32732	0	77	21	9	11	23	0	415263807	79.49660997332437
6063	chr14	79156920	79189597	32677	1	37	5	15	3	7	0	415296484	79.5028655407018
7293	chr15	100457444	100490077	32633	0	26	5	9	3	6	0	415329117	79.50911268487746
11602	chr2	25955387	25988020	32633	0	55	14	12	10	5	0	415361750	79.51535982905311
22747	chr6	95310536	95343095	32559	0	67	16	8	12	20	0	415394309	79.52159280693486
16188	chr24	24600787	24633297	32510	1	134	25	36	17	44	1	415426819	79.5278164044328
12936	chr20	22029804	22062304	32500	4	23	1	2	2	5	0	415459319	79.5340380875667
23975	chr7	85858708	85891168	32460	0	129	21	24	24	51	0	415491779	79.54025211324445
1127	chr1	123142376	123174813	32437	0	155	33	30	27	54	0	415524216	79.5464617358849
16780	chr25	24310162	24342486	32324	1	126	16	34	20	42	3	415556540	79.55264972621168
11189	chr19	83453667	83485964	32297	2	143	26	16	31	54	0	415588837	79.55883254775554
491	chr1	53333248	53365469	32221	0	18	0	11	1	1	0	415621058	79.56500082013271
10700	chr19	31543600	31575806	32206	3	33	12	0	7	8	0	415653264	79.57116622096379
979	chr1	108517177	108549371	32194	0	32	17	3	1	8	0	415685458	79.57732932455804
10071	chr18	83504182	83536361	32179	0	132	116	1	0	15	0	415717637	79.58348955660622
26126	chr9	76020451	76052606	32155	1	68	19	10	9	19	3	415749792	79.5896451941807
22877	chr6	111912724	111944675	31951	1	76	17	18	7	26	0	415781743	79.59576177872874
7924	chr16	45252945	45284864	31919	2	60	19	20	1	13	0	415813662	79.60187223731185
11613	chr2	26385665	26417580	31915	0	15	1	9	2	3	0	415845577	79.60798193014935
24035	chr7	87951698	87983577	31879	0	135	22	24	16	57	0	415877456	79.61408473127631
26227	chr9	83420345	83452208	31863	0	38	11	12	5	6	0	415909319	79.62018446942078
19131	chr3	101918756	101950552	31796	1	23	8	6	3	4	0	415941115	79.62627138132619
13629	chr20	76827154	76858942	31788	1	112	21	11	18	51	0	415972903	79.63235676174035
4646	chr13	21580156	21611938	31782	1	192	43	34	23	76	0	416004685	79.6384409935361
19132	chr3	101952860	101984598	31738	0	45	12	9	6	15	0	416036423	79.64451680213006
23448	chr7	25179082	25210816	31734	1	181	33	37	24	77	0	416068157	79.65059184497841
24015	chr7	87136415	87168144	31729	0	88	31	10	21	19	0	416099886	79.65666593064475
25242	chr8	91934246	91965925	31679	1	74	23	9	8	26	0	416131565	79.66273044449088
21461	chr5	94585456	94617129	31673	1	87	23	11	14	32	2	416163238	79.66879380971857
14566	chr22	12144586	12176246	31660	2	55	16	13	4	17	0	416194898	79.67485468627301
3193	chr11	71263090	71294749	31659	0	91	34	12	17	17	0	416226557	79.68091537139105
26708	chrX	7249213	7280778	31565	1	88	18	19	14	34	0	416258122	79.6869580614871
22514	chr6	68798894	68830445	31551	1	85	26	10	7	34	0	416289673	79.6929980714735
14437	chr21	84179309	84210843	31534	0	86	29	8	6	37	0	416321207	79.69903482704102
23983	chr7	86147634	86179133	31499	0	132	21	23	19	56	0	416352706	79.7050648823344
22695	chr6	89669443	89700933	31490	1	76	20	11	2	31	5	416384196	79.71109321470014
1963	chr10	47029884	47061357	31473	1	63	17	14	6	16	0	416415669	79.71711829264702
28763	chrX	197321067	197352490	31423	1	87	13	19	21	26	0	416447092	79.72313379877369
25317	chr8	100079566	100110967	31401	1	155	38	31	24	51	0	416478493	79.72914509329946
15505	chr23	19797693	19829083	31390	0	72	28	16	4	18	0	416509883	79.7351542820248
15225	chr22	68934008	68965378	31370	2	76	27	18	8	16	0	416541253	79.74115964202204
13577	chr20	73737694	73769056	31362	0	67	23	16	10	14	0	416572615	79.74716347052806
23154	chr6	136865596	136896929	31333	0	88	21	7	18	32	0	416603948	79.75316174737836
7290	chr15	100377112	100408433	31321	0	24	6	9	0	6	0	416635269	79.7591577269918
24009	chr7	86990098	87021372	31274	0	138	26	25	18	53	0	416666543	79.76514470909426
14185	chr21	48798557	48829823	31266	1	88	15	15	18	30	0	416697809	79.77113015970548
10192	chr18	95411054	95442274	31220	0	78	20	10	14	28	0	416729029	79.77710680424211
20767	chr4	133637848	133669059	31211	3	57	22	7	8	11	3	416760240	79.7830817258511
9525	chr18	22694931	22726104	31173	0	75	20	9	15	24	0	416791413	79.78904937287675
24316	chr7	131879514	131910687	31173	0	67	19	14	8	20	0	416822586	79.79501701990237
508	chr1	55427339	55458470	31131	1	174	33	29	40	57	1	416853717	79.80097662659904
2256	chr10	87372270	87403380	31110	0	85	2	0	0	54	0	416884827	79.80693221313122
22000	chr6	14086831	14117938	31107	1	69	14	5	14	22	1	416915934	79.81288722535417
15016	chr22	53687564	53718642	31078	1	78	19	21	10	19	0	416947012	79.81883668592144
10102	chr18	86227638	86258640	31002	0	65	15	11	8	26	0	416978014	79.82477159732197
5234	chr13	100064974	100095956	30982	2	102	22	12	15	37	2	417008996	79.83070267999442
10120	chr18	88457827	88488805	30978	0	62	14	9	10	25	0	417039974	79.83663299692124
9667	chr18	36552819	36583754	30935	0	72	17	9	13	26	0	417070909	79.8425550820827
9680	chr18	37051787	37082697	30910	0	73	20	9	13	25	0	417101819	79.84847238133406
10151	chr18	91643365	91674275	30910	0	86	19	9	16	35	0	417132729	79.85438968058541
10244	chr18	97932165	97963050	30885	0	73	19	9	14	24	0	417163614	79.86030219392666
19151	chr3	103058044	103088892	30848	0	21	4	7	3	3	0	417194462	79.86620762412096
18806	chr3	59993545	60024370	30825	0	72	11	7	8	33	0	417225287	79.87210865127796
19920	chr4	34566404	34597215	30811	2	81	25	20	9	16	0	417256098	79.87800699832532
10124	chr18	89059712	89090397	30685	0	82	17	11	15	33	0	417286783	79.88388122438573
7930	chr16	45628030	45658698	30668	0	63	21	7	8	16	0	417317451	79.8897521960273
10206	chr18	95919720	95950377	30657	0	80	17	11	14	32	0	417348108	79.89562106186841
9538	chr18	23209187	23239844	30657	0	79	16	10	14	32	0	417378765	79.90148992770952
10229	chr18	97427630	97458254	30624	0	67	17	10	11	24	0	417409389	79.9073524761493
12335	chr2	77037224	77067840	30616	0	87	16	13	8	40	1	417440005	79.91321349309783
2227	chr10	85427128	85457734	30606	0	112	38	21	14	30	0	417470611	79.91907259568234
13348	chr20	56230486	56261091	30605	0	81	31	9	10	22	0	417501216	79.92493150683043
12675	chr20	1244118	1274704	30586	1	27	9	2	6	5	0	417531802	79.93078678068686
3834	chr12	39833207	39863785	30578	1	95	27	6	6	44	0	417562380	79.93664052305203
2226	chr10	85391797	85422350	30553	0	110	38	21	12	29	0	417592933	79.94248947950712
2692	chr10	124159861	124190394	30533	0	119	42	22	12	32	0	417623466	79.94833460723412
24032	chr7	87852402	87882917	30515	0	144	23	35	13	57	0	417653981	79.95417628910585
7731	chr16	28656155	28686667	30512	1	80	17	13	10	34	0	417684493	79.96001739666836
327	chr1	36694991	36725393	30402	1	105	21	17	23	30	3	417714895	79.96583744622643
7056	chr15	78068559	78098949	30390	0	12	2	9	0	0	0	417745285	79.97165519854764
12746	chr20	8946801	8977185	30384	1	142	25	16	23	65	0	417775669	79.97747180225042
10143	chr18	91455065	91485442	30377	0	92	36	12	6	33	1	417806046	79.98328706589838
17400	chr27	961703	992075	30372	1	193	45	25	35	69	9	417836418	79.98910137236432
5425	chr13	119896670	119927037	30367	0	55	16	9	7	15	0	417866785	79.99491472164823
