	Unnamed: 0	Chromosome	source	type	Gene Start	Gene End	score	Strand	phase	attributes	gene	Start	End	overlaps_dup
1123	41094	chrY	Liftoff	gene	30101945	30104028	.	-	.	ID=gene-LOC111814978;Dbxref=GeneID:111814978;Name=LOC111814978;origin=liftoff;copy_num_ID=gene-LOC111814978_0;coverage=1.0;end_range=2175,.;extra_copy_number=0;gbkey=Gene;gene=LOC111814978;gene_biotype=protein_coding;partial=true;sequence_ID=0.997;start_range=.,39;valid_ORFs=0	LOC111814978	30101944	30104028	True
1124	41102	chrY	AUGUSTUS	gene	31516698	31517351	.	-	.	ID=gene-Rpl10a-dl12;Name=Rpl10a-dl12;origin=de_novo	RPL10A-DL12	31516697	31517351	True
1125	41109	chrY	Liftoff	gene	34788423	34789019	.	+	.	ID=gene-LOC105741345;Dbxref=GeneID:105741345;Name=LOC105741345;origin=liftoff;copy_num_ID=gene-LOC105741345_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105741345;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	LOC105741345	34788422	34789019	True
1126	41113	chrY	Liftoff	gene	34808098	34814338	.	+	.	ID=gene-LOC111814760;Dbxref=GeneID:111814760;Name=LOC111814760;origin=liftoff;copy_num_ID=gene-LOC111814760_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814760;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC111814760	34808097	34814338	True
1127	41124	chrY	Liftoff	gene	34862318	34874232	.	-	.	ID=gene-LOC111814761;Dbxref=GeneID:111814761;Name=LOC111814761;origin=liftoff;copy_num_ID=gene-LOC111814761_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814761;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=1	LOC111814761	34862317	34874232	True
1128	41134	chrY	Liftoff	gene	35680230	35681095	.	+	.	ID=gene-LOC105741281;Dbxref=GeneID:105741281;Name=LOC105741281;origin=liftoff;copy_num_ID=gene-LOC105741281_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105741281;gene_biotype=protein_coding;partial=true;sequence_ID=0.995;start_range=.,408463;valid_ORFs=0	LOC105741281	35680229	35681095	True
1129	41140	chrY	Liftoff	gene	35948119	35949983	.	-	.	ID=gene-LOC101568168;Dbxref=GeneID:101568168;Name=LOC101568168;origin=liftoff;copy_num_ID=gene-LOC101568168_0;coverage=1.0;end_range=87979,.;extra_copy_number=0;gbkey=Gene;gene=LOC101568168;gene_biotype=protein_coding;partial=true;sequence_ID=0.997;valid_ORFs=0	LOC101568168	35948118	35949983	True
1130	41151	chrY	Liftoff	gene	36497422	36500548	.	-	.	ID=gene-LOC111814690;Dbxref=GeneID:111814690;Name=LOC111814690;origin=liftoff;copy_num_ID=gene-LOC111814690_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814690;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	LOC111814690	36497421	36500548	True
1131	41162	chrY	Liftoff	gene	36516162	36516236	.	-	.	ID=gene-LOC111814692;Dbxref=GeneID:111814692;Name=LOC111814692;origin=liftoff;copy_num_ID=gene-LOC111814692_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814692;gene_biotype=snoRNA;sequence_ID=1.0	LOC111814692	36516161	36516236	True
1132	41165	chrY	Liftoff	gene	36590472	36590547	.	-	.	ID=gene-LOC111814691;Dbxref=GeneID:111814691;Name=LOC111814691;origin=liftoff;copy_num_ID=gene-LOC111814691_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814691;gene_biotype=snoRNA;sequence_ID=1.0	LOC111814691	36590471	36590547	True
1133	41168	chrY	AUGUSTUS	gene	37398497	37399150	.	+	.	ID=gene-Rpl10a-dl13;Name=Rpl10a-dl13;origin=de_novo	RPL10A-DL13	37398496	37399150	True
1134	41175	chrY	AUGUSTUS	gene	39046906	39048228	.	+	.	ID=gene-Psmc1-dl3;Name=Psmc1-dl3;origin=de_novo	PSMC1-DL3	39046905	39048228	True
1135	41182	chrY	AUGUSTUS	gene	40377977	40379801	.	+	.	ID=gene-Cct4-dl2;Name=Cct4-dl2;origin=de_novo	CCT4-DL2	40377976	40379801	True
1136	41190	chrY	AUGUSTUS	gene	46307301	46308158	.	+	.	ID=gene-Psmc1-dl4;Name=Psmc1-dl4;origin=de_novo	PSMC1-DL4	46307300	46308158	True
1137	41197	chrY	AUGUSTUS	gene	58976481	58977218	.	+	.	ID=gene-Chchd2-dl1;Name=Chchd2-dl1;origin=de_novo	CHCHD2-DL1	58976480	58977218	True
1143	41327	chr1	Liftoff	gene	74556	76201	.	+	.	ID=gene-LOC101570276;Dbxref=GeneID:101570276;Name=LOC101570276;origin=liftoff;copy_num_ID=gene-LOC101570276_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101570276;gene_biotype=protein_coding;partial=true;sequence_ID=0.998;start_range=.,564;valid_ORFs=0	LOC101570276	74555	76201	True
1144	41332	chr1	Liftoff	gene	81630	83014	.	-	.	ID=gene-Haus4-l1;Dbxref=GeneID:101568028;Name=Haus4-l1;origin=rename;copy_num_ID=gene-LOC101568028_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568028;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	HAUS4-L1	81629	83014	True
1158	41609	chr1	Liftoff	gene	493988	497083	.	+	.	ID=gene-LOC101572418;Dbxref=GeneID:101572418;Name=LOC101572418;origin=liftoff;copy_num_ID=gene-LOC101572418_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572418;gene_biotype=lncRNA;sequence_ID=1.0	LOC101572418	493987	497083	True
1159	41617	chr1	Liftoff	gene	502756	507854	.	+	.	ID=gene-LOC101572814;Dbxref=GeneID:101572814;Name=LOC101572814;origin=liftoff;copy_num_ID=gene-LOC101572814_0;coverage=0.987;extra_copy_number=0;gbkey=Gene;gene=LOC101572814;gene_biotype=protein_coding;sequence_ID=0.983;valid_ORFs=2	LOC101572814	502755	507854	True
1160	41658	chr1	Liftoff	gene	515031	515674	.	+	.	ID=gene-Grb2-l1;Dbxref=GeneID:101563936;Name=Grb2-l1;origin=rename;copy_num_ID=gene-LOC101563936_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101563936;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=2	GRB2-L1	515030	515674	True
1161	41671	chr1	AUGUSTUS	gene	520363	520995	.	+	.	ID=gene-Rpl13-dl1;Name=Rpl13-dl1;origin=de_novo	RPL13-DL1	520362	520995	True
1162	41678	chr1	Liftoff	gene	555513	556939	.	+	.	ID=gene-LOC101573209;Dbxref=GeneID:101573209;Name=LOC101573209;origin=liftoff;copy_num_ID=gene-LOC101573209_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101573209;gene_biotype=protein_coding;partial=true;sequence_ID=0.998;start_range=.,509006;valid_ORFs=0	LOC101573209	555512	556939	True
1163	41685	chr1	Liftoff	gene	558255	559100	.	+	.	ID=gene-LOC111814672;Dbxref=GeneID:111814672;Name=LOC111814672;origin=liftoff;copy_num_ID=gene-LOC111814672_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814672;gene_biotype=lncRNA;sequence_ID=0.991	LOC111814672	558254	559100	True
1164	41690	chr1	Liftoff	gene	590742	595030	.	+	.	ID=gene-LOC101584320;Dbxref=GeneID:101584320;Name=LOC101584320;origin=liftoff;copy_num_ID=gene-LOC101584320_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584320;gene_biotype=protein_coding;partial=true;sequence_ID=0.962;start_range=.,33936425;valid_ORFs=0	LOC101584320	590741	595030	True
1197	43257	chr1	Liftoff	gene	1308318	1486304	.	-	.	ID=gene-LOC101582899;Dbxref=GeneID:101582899;Name=LOC101582899;origin=liftoff;copy_num_ID=gene-LOC101582899_0;coverage=0.840;extra_copy_number=0;gbkey=Gene;gene=LOC101582899;gene_biotype=protein_coding;sequence_ID=0.822;valid_ORFs=4	LOC101582899	1308317	1486304	True
1623	67859	chr1	Liftoff	gene	25692919	25732163	.	-	.	ID=gene-Ddx50;Dbxref=GeneID:101579340;Name=Ddx50;origin=liftoff;copy_num_ID=gene-Ddx50_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Ddx50;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=2	DDX50	25692918	25732163	True
1650	68630	chr1	Liftoff	gene	34761602	34801111	.	+	.	ID=gene-Minpp1;Dbxref=GeneID:101574234;Name=Minpp1;origin=liftoff;copy_num_ID=gene-Minpp1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Minpp1;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=3	MINPP1	34761601	34801111	True
1673	69278	chr1	Liftoff	gene	36708911	36717214	.	-	.	ID=gene-Ifit1-l1;Dbxref=GeneID:101572532;Name=Ifit1-l1;origin=rename;copy_num_ID=gene-LOC101572532_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572532;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	IFIT1-L1	36708910	36717214	True
1674	69286	chr1	Liftoff	gene	36753393	36756646	.	+	.	ID=gene-LOC111811988;Dbxref=GeneID:111811988;Name=LOC111811988;origin=liftoff;copy_num_ID=gene-LOC111811988_0;coverage=0.979;extra_copy_number=0;gbkey=Gene;gene=LOC111811988;gene_biotype=protein_coding;sequence_ID=0.975;valid_ORFs=0	LOC111811988	36753392	36756646	True
1675	69292	chr1	Liftoff	gene	36810603	36812723	.	-	.	ID=gene-Ifit1-l2;Dbxref=GeneID:101571342;Name=Ifit1-l2;origin=rename;copy_num_ID=gene-LOC101571342_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101571342;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	IFIT1-L2	36810602	36812723	True
1676	69298	chr1	Liftoff	gene	36842523	36925436	.	-	.	ID=gene-Ifit1b;Dbxref=GeneID:101570939;Name=Ifit1b;origin=rename;copy_num_ID=gene-LOC101570939_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101570939;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=2	IFIT1B	36842522	36925436	True
1679	69331	chr1	Liftoff	gene	36994418	37009394	.	+	.	ID=gene-Ifit1;Dbxref=GeneID:101568551;Name=Ifit1;origin=rename;copy_num_ID=gene-LOC101568551_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568551;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	IFIT1	36994417	37009394	True
1680	69339	chr1	Liftoff	gene	37030393	37040874	.	+	.	ID=gene-LOC101568148;Dbxref=GeneID:101568148;Name=LOC101568148;origin=liftoff;copy_num_ID=gene-LOC101568148_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101568148;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=0	LOC101568148	37030392	37040874	True
1681	69351	chr1	Liftoff	gene	37057104	37065406	.	+	.	ID=gene-Ifit1-l3;Dbxref=GeneID:101567751;Name=Ifit1-l3;origin=rename;copy_num_ID=gene-LOC101567751_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101567751;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	IFIT1-L3	37057103	37065406	True
1682	69359	chr1	Liftoff	gene	37076273	37083712	.	+	.	ID=gene-LOC101567344;Dbxref=GeneID:101567344;Name=LOC101567344;origin=liftoff;copy_num_ID=gene-LOC101567344_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=LOC101567344;gene_biotype=protein_coding;sequence_ID=0.990;valid_ORFs=0	LOC101567344	37076272	37083712	True
1792	74918	chr1	Liftoff	gene	53059092	53130968	.	+	.	ID=gene-Hdlbp;Dbxref=GeneID:101585752;Name=Hdlbp;origin=liftoff;copy_num_ID=gene-Hdlbp_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Hdlbp;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=2	HDLBP	53059091	53130968	True
1837	77807	chr1	Liftoff	gene	55427601	55485065	.	-	.	ID=gene-Rbm44;Dbxref=GeneID:101580774;Name=Rbm44;origin=liftoff;copy_num_ID=gene-Rbm44_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Rbm44;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	RBM44	55427600	55485065	True
1858	80323	chr1	Liftoff	gene	58615279	58814379	.	-	.	ID=gene-Ugt1a1;Dbxref=GeneID:101575991;Name=Ugt1a1;origin=rename;copy_num_ID=gene-LOC101575991_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575991;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=8	UGT1A1	58615278	58814379	True
1860	80437	chr1	Liftoff	gene	58661516	58667959	.	-	.	ID=gene-Ugt1a2;Dbxref=GeneID:105742983;Name=Ugt1a2;origin=rename;copy_num_ID=gene-LOC105742983_0;coverage=0.996;extra_copy_number=0;gbkey=Gene;gene=LOC105742983;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	UGT1A2	58661515	58667959	True
1861	80444	chr1	Liftoff	gene	58683702	58684622	.	-	.	ID=gene-Ugt1a2-l1;Dbxref=GeneID:101575602;Name=Ugt1a2-l1;origin=rename;copy_num_ID=gene-LOC101575602_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575602;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	UGT1A2-L1	58683701	58684622	True
2036	92224	chr1	AUGUSTUS	gene	73870462	74084059	.	+	.	ID=gene-Tns1;Name=Tns1;origin=replace	TNS1	73870461	74084059	True
2166	97508	chr1	Liftoff	gene	92571884	92625594	.	-	.	ID=gene-Cyp2j2-l1;Dbxref=GeneID:101568222;Name=Cyp2j2-l1;origin=rename;copy_num_ID=gene-LOC101568222_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568222;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	CYP2J2-L1	92571883	92625594	True
2167	97523	chr1	Liftoff	gene	92682935	92769185	.	+	.	ID=gene-Cyp2j2;Dbxref=GeneID:101568624;Name=Cyp2j2;origin=rename;copy_num_ID=gene-LOC101568624_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568624;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	CYP2J2	92682934	92769185	True
2257	104524	chr1	Liftoff	gene	106190534	106214458	.	-	.	ID=gene-Cunh4orf17;Dbxref=GeneID:101571417;Name=Cunh4orf17;origin=liftoff;copy_num_ID=gene-CUNH4orf17_0;coverage=0.816;extra_copy_number=0;gbkey=Gene;gene=CUNH4orf17;gene_biotype=protein_coding;sequence_ID=0.813;valid_ORFs=0	CUNH4ORF17	106190533	106214458	True
2258	104535	chr1	Liftoff	gene	106243371	106259779	.	+	.	ID=gene-Adh7;Dbxref=GeneID:101570619;Name=Adh7;origin=liftoff;copy_num_ID=gene-Adh7_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Adh7;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=0	ADH7	106243370	106259779	True
2259	104557	chr1	Liftoff	gene	106280834	106455652	.	+	.	ID=gene-LOC101593148;Dbxref=GeneID:101593148;Name=LOC101593148;origin=liftoff;copy_num_ID=gene-LOC101593148_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101593148;gene_biotype=protein_coding;sequence_ID=0.989;valid_ORFs=4	LOC101593148	106280833	106455652	True
2260	104648	chr1	Liftoff	gene	106311587	106333212	.	+	.	ID=gene-LOC101569815;Dbxref=GeneID:101569815;Name=LOC101569815;origin=liftoff;copy_num_ID=gene-LOC101569815_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101569815;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	LOC101569815	106311586	106333212	True
2261	104662	chr1	Liftoff	gene	106536202	106554499	.	-	.	ID=gene-LOC101592766;Dbxref=GeneID:101592766;Name=LOC101592766;origin=liftoff;copy_num_ID=gene-LOC101592766_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592766;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	LOC101592766	106536201	106554499	True
2262	104684	chr1	Liftoff	gene	106560351	106587047	.	-	.	ID=gene-Adh7-l1;Dbxref=GeneID:105743881;Name=Adh7-l1;origin=rename;copy_num_ID=gene-LOC105743881_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105743881;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	ADH7-L1	106560350	106587047	True
2263	104698	chr1	Liftoff	gene	107198999	107217150	.	+	.	ID=gene-LOC101582072;Dbxref=GeneID:101582072;Name=LOC101582072;origin=liftoff;copy_num_ID=gene-LOC101582072_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582072;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	LOC101582072	107198998	107217150	True
2269	104745	chr1	Liftoff	gene	109655184	109675339	.	-	.	ID=gene-LOC101575948;Dbxref=GeneID:101575948;Name=LOC101575948;origin=liftoff;copy_num_ID=gene-LOC101575948_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575948;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=0	LOC101575948	109655183	109675339	True
2270	104759	chr1	Liftoff	gene	109707600	109765343	.	+	.	ID=gene-LOC101575163;Dbxref=GeneID:101575163;Name=LOC101575163;origin=liftoff;copy_num_ID=gene-LOC101575163_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101575163;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC101575163	109707599	109765343	True
2271	104774	chr1	Liftoff	gene	109713679	109718694	.	+	.	ID=gene-LOC111814120;Dbxref=GeneID:111814120;Name=LOC111814120;origin=liftoff;copy_num_ID=gene-LOC111814120_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814120;gene_biotype=lncRNA;sequence_ID=1.0	LOC111814120	109713678	109718694	True
2272	104779	chr1	Liftoff	gene	110005419	110009368	.	-	.	ID=gene-LOC111814121;Dbxref=GeneID:111814121;Name=LOC111814121;origin=liftoff;copy_num_ID=gene-LOC111814121_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814121;gene_biotype=lncRNA;sequence_ID=0.994	LOC111814121	110005418	110009368	True
2273	104784	chr1	Liftoff	gene	110035240	110039026	.	-	.	ID=gene-LOC101574361;Dbxref=GeneID:101574361;Name=LOC101574361;origin=liftoff;copy_num_ID=gene-LOC101574361_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101574361;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=1	LOC101574361	110035239	110039026	True
2274	104792	chr1	Liftoff	gene	110078136	110157497	.	+	.	ID=gene-LOC101573590;Dbxref=GeneID:101573590;Name=LOC101573590;origin=liftoff;copy_num_ID=gene-LOC101573590_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101573590;gene_biotype=protein_coding;sequence_ID=0.989;valid_ORFs=1	LOC101573590	110078135	110157497	True
2292	105683	chr1	Liftoff	gene	112099487	112101049	.	+	.	ID=gene-Ctage9;Dbxref=GeneID:101561405;Name=Ctage9;origin=rename;copy_num_ID=gene-LOC101561405_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101561405;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	CTAGE9	112099486	112101049	True
2304	105952	chr1	Liftoff	gene	117090671	117111643	.	-	.	ID=gene-Hpgds;Dbxref=GeneID:101574433;Name=Hpgds;origin=liftoff;copy_num_ID=gene-Hpgds_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Hpgds;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=1	HPGDS	117090670	117111643	True
2324	106918	chr1	Liftoff	gene	122816438	122902514	.	-	.	ID=gene-Abcg2-l1;Dbxref=GeneID:101584716;Name=Abcg2-l1;origin=rename;copy_num_ID=gene-LOC101584716_0;coverage=0.955;extra_copy_number=0;gbkey=Gene;gene=LOC101584716;gene_biotype=protein_coding;sequence_ID=0.952;valid_ORFs=0	ABCG2-L1	122816437	122902514	True
2325	106954	chr1	Liftoff	gene	123033053	123034615	.	-	.	ID=gene-Mia2-l1;Dbxref=GeneID:101586296;Name=Mia2-l1;origin=rename;copy_num_ID=gene-LOC101586296_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101586296;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	MIA2-L1	123033052	123034615	True
2326	106960	chr1	AUGUSTUS	gene	123127173	123128385	.	-	.	ID=gene-Snx3-dl1;Name=Snx3-dl1;origin=de_novo	SNX3-DL1	123127172	123128385	True
2327	106968	chr1	Liftoff	gene	123329387	123389052	.	+	.	ID=gene-Abcg2-l2;Dbxref=GeneID:101587879;Name=Abcg2-l2;origin=rename;copy_num_ID=gene-LOC101587879_0;coverage=0.964;extra_copy_number=0;gbkey=Gene;gene=LOC101587879;gene_biotype=protein_coding;sequence_ID=0.964;valid_ORFs=0	ABCG2-L2	123329386	123389052	True
2330	107011	chr1	Liftoff	gene	125551983	125614817	.	-	.	ID=gene-Naaa;Dbxref=GeneID:101565759;Name=Naaa;origin=liftoff;copy_num_ID=gene-Naaa_0;coverage=0.995;extra_copy_number=0;gbkey=Gene;gene=Naaa;gene_biotype=protein_coding;sequence_ID=0.995;valid_ORFs=8	NAAA	125551982	125614817	True
2332	107356	chr1	Liftoff	gene	125618681	125656200	.	-	.	ID=gene-Sdad1;Dbxref=GeneID:101565362;Name=Sdad1;origin=liftoff;copy_num_ID=gene-Sdad1_0;coverage=0.846;extra_copy_number=0;gbkey=Gene;gene=Sdad1;gene_biotype=protein_coding;sequence_ID=0.843;valid_ORFs=0	SDAD1	125618680	125656200	True
2427	113591	chr1	AUGUSTUS	gene	142883274	143163995	.	-	.	ID=gene-Ces1-rl1;Name=Ces1-rl1;origin=replace	CES1-RL1	142883273	143163995	True
2428	113667	chr1	Liftoff	gene	142981527	143140878	.	-	.	ID=gene-LOC101569637;Dbxref=GeneID:101569637;Name=LOC101569637;origin=liftoff;copy_num_ID=gene-LOC101569637_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101569637;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	LOC101569637	142981526	143140878	True
2429	113697	chr1	Liftoff	gene	143096269	143223112	.	-	.	ID=gene-LOC101559951;Dbxref=GeneID:101559951;Name=LOC101559951;origin=liftoff;copy_num_ID=gene-LOC101559951_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101559951;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=1	LOC101559951	143096268	143223112	True
2430	113743	chr1	Liftoff	gene	143271656	143322675	.	-	.	ID=gene-Ces1;Dbxref=GeneID:101592553;Name=Ces1;origin=rename;copy_num_ID=gene-LOC101592553_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101592553;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	CES1	143271655	143322675	True
2517	119212	chr1	Liftoff	gene	155380981	155383983	.	-	.	ID=gene-Fam96b;Dbxref=GeneID:101589339;Name=Fam96b;origin=liftoff;copy_num_ID=gene-Fam96b_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Fam96b;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	FAM96B	155380980	155383983	True
2518	119225	chr1	AUGUSTUS	gene	155385413	155484687	.	+	.	ID=gene-Ces2e;Name=Ces2e;origin=replace	CES2E	155385412	155484687	True
2519	119292	chr1	Liftoff	gene	155402643	155410752	.	+	.	ID=gene-LOC101581344;Dbxref=GeneID:101581344;Name=LOC101581344;origin=liftoff;copy_num_ID=gene-LOC101581344_0;coverage=0.847;extra_copy_number=0;gbkey=Gene;gene=LOC101581344;gene_biotype=protein_coding;sequence_ID=0.844;valid_ORFs=0	LOC101581344	155402642	155410752	True
2520	119317	chr1	Liftoff	gene	155421254	155422730	.	+	.	ID=gene-LOC111814991;Dbxref=GeneID:111814991;Name=LOC111814991;origin=liftoff;copy_num_ID=gene-LOC111814991_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814991;gene_biotype=lncRNA;sequence_ID=1.0	LOC111814991	155421253	155422730	True
2521	119325	chr1	Liftoff	gene	155454750	155793477	.	+	.	ID=gene-LOC101581730;Dbxref=GeneID:101581730;Name=LOC101581730;origin=liftoff;copy_num_ID=gene-LOC101581730_0;coverage=0.999;extra_copy_number=0;gbkey=Gene;gene=LOC101581730;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=8	LOC101581730	155454749	155793477	True
2522	119540	chr1	Liftoff	gene	155468578	155473421	.	-	.	ID=gene-LOC111815078;Dbxref=GeneID:111815078;Name=LOC111815078;origin=liftoff;copy_num_ID=gene-LOC111815078_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111815078;gene_biotype=lncRNA;sequence_ID=0.991	LOC111815078	155468577	155473421	True
2680	127109	chr1	Liftoff	gene	164000746	164006179	.	-	.	ID=gene-LOC105740878;Dbxref=GeneID:105740878;Name=LOC105740878;origin=liftoff;copy_num_ID=gene-LOC105740878_0;coverage=0.997;extra_copy_number=0;gbkey=Gene;gene=LOC105740878;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=0	LOC105740878	164000745	164006179	True
2681	127127	chr1	Liftoff	gene	164014255	164018814	.	-	.	ID=gene-LOC105740882;Dbxref=GeneID:105740882;Name=LOC105740882;origin=liftoff;copy_num_ID=gene-LOC105740882_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC105740882;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC105740882	164014254	164018814	True
2682	127147	chr1	Liftoff	gene	164053083	164057726	.	+	.	ID=gene-Ctrb1;Dbxref=GeneID:101593327;Name=Ctrb1;origin=rename;copy_num_ID=gene-LOC101593327_0;coverage=0.878;extra_copy_number=0;gbkey=Gene;gene=LOC101593327;gene_biotype=protein_coding;partial=true;sequence_ID=0.767;start_range=.,7853;valid_ORFs=0	CTRB1	164053082	164057726	True
