gene	base_gene	Chromosome	gene_start_bed	gene_end_bed	region_start	region_end	region_length	gene_length	tier	is_paralog	num_copies	overlaps_dup	Strand	source
DCAF12L2	DCAF12L2	chrX	42401298	42403246	42396298	42408246	11948	1948	T4	False	2	False	+	Liftoff
LOC111817595	LOC111817595	chrX	42513932	42514039	42508932	42519039	10107	107	T4	False	1	False	-	Liftoff
TENM1	TENM1	chrX	43952518	44606871	43947518	44611871	664353	654353	T3	False	1	True	+	Liftoff
SH2D1A	SH2D1A	chrX	44609738	44634163	44604738	44639163	34425	24425	T4	False	1	False	-	Liftoff
TEX13C	TEX13C	chrX	44653392	44655144	44648392	44660144	11752	1752	T4	False	1	False	-	Liftoff
ELOB-DL4	ELOB	chrX	45079977	45080334	45074977	45085334	10357	357	T2	True	5	True	+	AUGUSTUS
STAG2	STAG2	chrX	45109054	45264614	45104054	45269614	165560	155560	T3	False	1	True	-	Liftoff
XIAP	XIAP	chrX	45331934	45405688	45326934	45410688	83754	73754	T3	False	1	True	-	Liftoff
GJA1-L1	GJA1	chrX	45364152	45366754	45359152	45371754	12602	2602	T2	True	2	True	+	Liftoff
THOC2	THOC2	chrX	45522158	45667737	45517158	45672737	155579	145579	T3	False	1	True	+	Liftoff
GRIA3	GRIA3	chrX	45974567	46324310	45969567	46329310	359743	349743	T3	False	1	True	-	Liftoff
LOC111813790	LOC111813790	chrX	47328039	47328146	47323039	47333146	10107	107	T4	False	1	False	-	Liftoff
LOC111813791	LOC111813791	chrX	47923863	47923966	47918863	47928966	10103	103	T4	False	1	False	+	Liftoff
LOC111813792	LOC111813792	chrX	48214766	48214892	48209766	48219892	10126	126	T4	False	1	False	+	Liftoff
LOC111813789	LOC111813789	chrX	48794703	48794866	48789703	48799866	10163	163	T4	False	1	False	+	Liftoff
ACBD5-L1	ACBD5	chrX	49670283	49673572	49665283	49678572	13289	3289	T2	True	2	True	+	Liftoff
C1GALT1C1	C1GALT1C1	chrX	50028157	50035133	50023157	50040133	16976	6976	T3	False	1	True	+	Liftoff
MCTS1	MCTS1	chrX	50049562	50061937	50044562	50066937	22375	12375	T3	False	1	True	-	Liftoff
CUL4B	CUL4B	chrX	50102496	50162834	50097496	50167834	70338	60338	T4	False	1	False	+	Liftoff
LAMP2	LAMP2	chrX	50224323	50269437	50219323	50274437	55114	45114	T3	False	1	True	+	Liftoff
ATP1B4	ATP1B4	chrX	50339584	50357564	50334584	50362564	27980	17980	T4	False	1	False	-	Liftoff
TMEM255A	TMEM255A	chrX	50434993	50505613	50429993	50510613	80620	70620	T4	False	1	False	+	Liftoff
ZBTB33	ZBTB33	chrX	50503955	50514277	50498955	50519277	20322	10322	T4	False	1	False	-	Liftoff
LOC111814449	LOC111814449	chrX	50560809	50582868	50555809	50587868	32059	22059	T3	False	1	True	-	Liftoff
RHOX13-DL1	RHOX13	chrX	50827499	50832056	50822499	50837056	14557	4557	T2	True	2	True	+	AUGUSTUS
RHOXF1	RHOXF1	chrX	51017408	51019091	51012408	51024091	11683	1683	T3	False	1	True	-	Liftoff
LOC111814448	LOC111814448	chrX	51066969	51086020	51061969	51091020	29051	19051	T3	False	1	True	+	Liftoff
LARP7-DL5	LARP7	chrX	51504000	51505395	51499000	51510395	11395	1395	T2	True	6	True	+	AUGUSTUS
RHOX13	RHOX13	chrX	51564574	51572676	51559574	51577676	18102	8102	T3	False	2	True	-	Liftoff
NKAP	NKAP	chrX	51628152	51654707	51623152	51659707	36555	26555	T3	False	1	True	+	Liftoff
AKAP14	AKAP14	chrX	51652633	51687119	51647633	51692119	44486	34486	T4	False	1	False	-	Liftoff
NDUFA1	NDUFA1	chrX	51700947	51705594	51695947	51710594	14647	4647	T3	False	1	True	-	Liftoff
RNF113A	RNF113A	chrX	51705594	51708024	51700594	51713024	12430	2430	T3	False	1	True	+	Liftoff
UPF3B	UPF3B	chrX	51743126	51765606	51738126	51770606	32480	22480	T3	False	1	True	+	Liftoff
LOC111813902	LOC111813902	chrX	51749895	51750000	51744895	51755000	10105	105	T3	False	1	True	+	Liftoff
LOC111813895	LOC111813895	chrX	51777209	51777342	51772209	51782342	10133	133	T4	False	1	False	+	Liftoff
SOWAHD	SOWAHD	chrX	51798446	51800125	51793446	51805125	11679	1679	T4	False	1	False	-	Liftoff
SEPT6	SEPT6	chrX	51887803	51980334	51882803	51985334	102531	92531	T3	False	1	True	+	Liftoff
NKRF	NKRF	chrX	51988257	52006564	51983257	52011564	28307	18307	T4	False	1	False	+	Liftoff
UBE2A	UBE2A	chrX	52011679	52022464	52006679	52027464	20785	10785	T3	False	1	True	-	Liftoff
LOC111813896	LOC111813896	chrX	52016127	52016251	52011127	52021251	10124	124	T4	False	1	False	-	Liftoff
CUNHXORF56	CUNHXORF56	chrX	52031721	52051507	52026721	52056507	29786	19786	T3	False	1	True	+	Liftoff
LOC111813898	LOC111813898	chrX	52049810	52049915	52044810	52054915	10105	105	T3	False	1	True	-	Liftoff
RPS25-DL14	RPS25	chrX	52093006	52093384	52088006	52098384	10378	378	T1	True	16	False	-	AUGUSTUS
SLC25A5	SLC25A5	chrX	52111140	52114259	52106140	52119259	13119	3119	T3	False	6	True	-	Liftoff
SLC25A43	SLC25A43	chrX	52131784	52173019	52126784	52178019	51235	41235	T3	False	1	True	-	Liftoff
AKAP17B	AKAP17B	chrX	52296049	52358356	52291049	52363356	72307	62307	T3	False	1	True	+	Liftoff
PGRMC1	PGRMC1	chrX	52360611	52368256	52355611	52373256	17645	7645	T3	False	1	True	-	Liftoff
LOC111813894	LOC111813894	chrX	52488776	52488939	52483776	52493939	10163	163	T4	False	1	False	+	Liftoff
LOC111813890	LOC111813890	chrX	52506976	52510307	52501976	52515307	13331	3331	T4	False	1	False	+	Liftoff
KIAA1210	KIAA1210	chrX	52510321	52600271	52505321	52605271	99950	89950	T4	False	1	False	+	Liftoff
LOC111813897	LOC111813897	chrX	52609342	52609467	52604342	52614467	10125	125	T4	False	1	False	+	Liftoff
LOC101590703	LOC101590703	chrX	52616502	52623176	52611502	52628176	16674	6674	T3	False	1	True	+	Liftoff
LONRF3	LONRF3	chrX	52685149	52723037	52680149	52728037	47888	37888	T4	False	1	False	-	Liftoff
AK6-L1	AK6	chrX	52774695	52775465	52769695	52780465	10770	770	T2	True	2	True	+	Liftoff
LOC111813889	LOC111813889	chrX	52796444	52857737	52791444	52862737	71293	61293	T4	False	1	False	-	Liftoff
ZCCHC12	ZCCHC12	chrX	52868580	52871660	52863580	52876660	13080	3080	T3	False	1	True	-	Liftoff
IL13RA1	IL13RA1	chrX	52928781	52989982	52923781	52994982	71201	61201	T3	False	2	True	-	Liftoff
DOCK11	DOCK11	chrX	53021473	53243177	53016473	53248177	231704	221704	T3	False	1	True	-	Liftoff
LOC111813901	LOC111813901	chrX	53164332	53164439	53159332	53169439	10107	107	T4	False	1	False	+	Liftoff
WDR44	WDR44	chrX	53366321	53476051	53361321	53481051	119730	109730	T3	False	1	True	-	Liftoff
LOC111813892	LOC111813892	chrX	53476288	53495995	53471288	53500995	29707	19707	T4	False	1	False	+	Liftoff
LOC111813965	LOC111813965	chrX	53570229	53570362	53565229	53575362	10133	133	T4	False	1	False	+	Liftoff
LOC111813891	LOC111813891	chrX	53645038	53645092	53640038	53650092	10054	54	T4	False	1	False	-	Liftoff
KLHL13	KLHL13	chrX	53898741	54156144	53893741	54161144	267403	257403	T3	False	1	True	+	Liftoff
H2AB1-L1	H2AB1	chrX	54561258	54561612	54556258	54566612	10354	354	T1	True	7	False	-	Liftoff
LOC101575449	LOC101575449	chrX	55044583	55044919	55039583	55049919	10336	336	T3	False	1	True	+	Liftoff
LOC111813220	LOC111813220	chrX	55735377	55735541	55730377	55740541	10164	164	T4	False	1	False	-	Liftoff
AP2B1-L1	AP2B1	chrX	55849807	55850950	55844807	55855950	11143	1143	T2	True	2	True	-	Liftoff
LOC101572415	LOC101572415	chrX	56364254	56365397	56359254	56370397	11143	1143	T3	False	1	True	+	Liftoff
SLC6A14	SLC6A14	chrX	56368499	56405068	56363499	56410068	46569	36569	T3	False	1	True	-	Liftoff
LOC105741261	LOC105741261	chrX	56377512	56378405	56372512	56383405	10893	893	T3	False	1	True	+	Liftoff
LOC111814615	LOC111814615	chrX	56451903	56451973	56446903	56456973	10070	70	T3	False	1	True	-	Liftoff
LOC111814616	LOC111814616	chrX	56452212	56452293	56447212	56457293	10081	81	T3	False	1	True	-	Liftoff
AGTR2	AGTR2	chrX	56685806	56690111	56680806	56695111	14305	4305	T4	False	1	False	-	Liftoff
SSU72-DL1	SSU72	chrX	56810319	56811535	56805319	56816535	11216	1216	T1	True	2	False	+	AUGUSTUS
LOC101562218	LOC101562218	chrX	56842734	56843004	56837734	56848004	10270	270	T4	False	1	False	+	Liftoff
LOC101561819	LOC101561819	chrX	56845290	56846117	56840290	56851117	10827	827	T3	False	1	True	+	Liftoff
SSRP1-L1	SSRP1	chrX	57064118	57073831	57059118	57078831	19713	9713	T2	True	2	True	+	Liftoff
PLS3	PLS3	chrX	57103216	57219859	57098216	57224859	126643	116643	T3	False	1	True	-	Liftoff
LOC111812236	LOC111812236	chrX	57144429	57144564	57139429	57149564	10135	135	T4	False	1	False	-	Liftoff
LOC105743330	LOC105743330	chrX	57299043	57299244	57294043	57304244	10201	201	T3	False	1	True	-	Liftoff
FCF1-DL7	FCF1	chrX	57513943	57514602	57508943	57519602	10659	659	T2	True	11	True	-	AUGUSTUS
LOC111812228	LOC111812228	chrX	57520990	57533311	57515990	57538311	22321	12321	T3	False	1	True	-	Liftoff
LRCH2	LRCH2	chrX	57629992	57766505	57624992	57771505	146513	136513	T3	False	1	True	+	Liftoff
LOC111812238	LOC111812238	chrX	57741012	57741141	57736012	57746141	10129	129	T4	False	1	False	+	Liftoff
LOC111812229	LOC111812229	chrX	57794007	57794098	57789007	57799098	10091	91	T3	False	1	True	+	Liftoff
LOC101579744	LOC101579744	chrX	57808936	57809601	57803936	57814601	10665	665	T3	False	1	True	+	Liftoff
IL13RA2	IL13RA2	chrX	57833734	57902027	57828734	57907027	78293	68293	T3	False	1	True	+	Liftoff
LOC111814961	LOC111814961	chrX	57939866	57939973	57934866	57944973	10107	107	T4	False	1	False	-	Liftoff
FAM216A	FAM216A	chrX	58059941	58060633	58054941	58065633	10692	692	T3	False	2	True	+	Liftoff
HTR2C	HTR2C	chrX	58145436	58243268	58140436	58248268	107832	97832	T3	False	1	True	-	Liftoff
LOC111812237	LOC111812237	chrX	58354536	58354664	58349536	58359664	10128	128	T4	False	1	False	-	Liftoff
EIF2B4-L1	EIF2B4	chrX	59038971	59040319	59033971	59045319	11348	1348	T2	True	2	True	-	Liftoff
HPRT1-DL5	HPRT1	chrX	59387107	59388403	59382107	59393403	11296	1296	T2	True	6	True	-	AUGUSTUS
DNAJB5-L1	DNAJB5	chrX	59468419	59469662	59463419	59474662	11243	1243	T2	True	2	True	+	Liftoff
HARS1	HARS1	chrX	61002798	61004154	60997798	61009154	11356	1356	T4	False	1	False	+	AUGUSTUS
LOC111812241	LOC111812241	chrX	61524591	61524698	61519591	61529698	10107	107	T3	False	1	True	+	Liftoff
AMOT	AMOT	chrX	61833440	61910697	61828440	61915697	87257	77257	T4	False	1	False	+	Liftoff
LHFPL1	LHFPL1	chrX	62126009	62221228	62121009	62226228	105219	95219	T4	False	1	False	+	Liftoff
RTL4	RTL4	chrX	62606734	62608894	62601734	62613894	12160	2160	T4	False	1	False	-	Liftoff
RSBN1L-L1	RSBN1L	chrX	63222716	63225638	63217716	63230638	12922	2922	T2	True	2	True	+	Liftoff
TRPC5	TRPC5	chrX	63402344	63570512	63397344	63575512	178168	168168	T4	False	1	False	+	Liftoff
TRPC5OS	TRPC5OS	chrX	63446732	63447077	63441732	63452077	10345	345	T4	False	1	False	-	Liftoff
ALG13	ALG13	chrX	63580504	63662027	63575504	63667027	91523	81523	T3	False	1	True	-	AUGUSTUS
LOC111812239	LOC111812239	chrX	63624460	63624565	63619460	63629565	10105	105	T4	False	1	False	+	Liftoff
LOC111812230	LOC111812230	chrX	63795181	63795454	63790181	63800454	10273	273	T4	False	1	False	-	Liftoff
DCX	DCX	chrX	63938647	64074490	63933647	64079490	145843	135843	T4	False	1	False	+	Liftoff
LOC111812240	LOC111812240	chrX	63985194	63985301	63980194	63990301	10107	107	T4	False	1	False	-	Liftoff
CAPN6	CAPN6	chrX	64116424	64132676	64111424	64137676	26252	16252	T4	False	1	False	+	Liftoff
PAK3	PAK3	chrX	64175924	64309462	64170924	64314462	143538	133538	T3	False	1	True	-	Liftoff
LOC111812243	LOC111812243	chrX	64716683	64716793	64711683	64721793	10110	110	T4	False	1	False	-	Liftoff
CT83	CT83	chrX	64832055	64833192	64827055	64838192	11137	1137	T4	False	1	False	-	Liftoff
CHRDL1	CHRDL1	chrX	64962952	65121494	64957952	65126494	168542	158542	T4	False	1	False	+	Liftoff
RBM22-DL1	RBM22	chrX	65183408	65184671	65178408	65189671	11263	1263	T2	True	2	True	+	AUGUSTUS
RTL9	RTL9	chrX	65419768	65425529	65414768	65430529	15761	5761	T4	False	1	False	-	Liftoff
VPS37B-DL1	VPS37B	chrX	65472727	65475322	65467727	65480322	12595	2595	T2	True	2	True	-	AUGUSTUS
AMMECR1	AMMECR1	chrX	65582551	65715667	65577551	65720667	143116	133116	T3	False	1	True	+	Liftoff
LOC111812242	LOC111812242	chrX	65601452	65601559	65596452	65606559	10107	107	T4	False	1	False	-	Liftoff
TMEM164	TMEM164	chrX	65731410	65935399	65726410	65940399	213989	203989	T3	False	1	True	-	Liftoff
RPS2-DL3	RPS2	chrX	66275513	66276395	66270513	66281395	10882	882	T1	True	5	False	+	AUGUSTUS
ACSL4	ACSL4	chrX	66356823	66433326	66351823	66438326	86503	76503	T3	False	1	True	+	Liftoff
KCNE5	KCNE5	chrX	66447666	66450758	66442666	66455758	13092	3092	T4	False	1	False	+	Liftoff
EEF1A1	EEF1A1	chrX	66484990	66486379	66479990	66491379	11389	1389	T4	False	51	False	-	AUGUSTUS
NXT2	NXT2	chrX	66500293	66507387	66495293	66512387	17094	7094	T4	False	1	False	-	Liftoff
NDUFA3-L2	NDUFA3	chrX	66503204	66503530	66498204	66508530	10326	326	T1	True	4	False	+	Liftoff
GUCY2F	GUCY2F	chrX	66542333	66678763	66537333	66683763	146430	136430	T4	False	1	False	+	Liftoff
LOC101577902	LOC101577902	chrX	66721461	66723855	66716461	66728855	12394	2394	T3	False	1	True	+	Liftoff
LOC111814633	LOC111814633	chrX	67120424	67120558	67115424	67125558	10134	134	T3	False	1	True	-	Liftoff
IRS4	IRS4	chrX	67781630	67785446	67776630	67790446	13816	3816	T4	False	1	False	+	Liftoff
COL4A5	COL4A5	chrX	67822765	68128418	67817765	68133418	315653	305653	T4	False	1	False	-	Liftoff
COL4A6	COL4A6	chrX	68129732	68612669	68124732	68617669	492937	482937	T3	False	1	True	+	Liftoff
ATG4A	ATG4A	chrX	68611889	68671632	68606889	68676632	69743	59743	T3	False	1	True	-	Liftoff
PSMD10	PSMD10	chrX	68670220	68679771	68665220	68684771	19551	9551	T3	False	1	True	+	Liftoff
VSIG1	VSIG1	chrX	68683073	68717490	68678073	68722490	44417	34417	T4	False	1	False	-	Liftoff
TEX13B	TEX13B	chrX	68785648	68787850	68780648	68792850	12202	2202	T3	False	1	True	+	Liftoff
LOC111813000	LOC111813000	chrX	68799769	68799876	68794769	68804876	10107	107	T4	False	1	False	+	Liftoff
MID2	MID2	chrX	68817912	68943447	68812912	68948447	135535	125535	T3	False	1	True	-	Liftoff
LOC101586853	LOC101586853	chrX	68967179	68968222	68962179	68973222	11043	1043	T3	False	1	True	-	Liftoff
TSC22D3	TSC22D3	chrX	69056013	69117369	69051013	69122369	71356	61356	T4	False	1	False	+	Liftoff
LOC111812996	LOC111812996	chrX	69104048	69112431	69099048	69117431	18383	8383	T4	False	1	False	-	Liftoff
PRPS1-L2	PRPS1	chrX	69211059	69236937	69206059	69241937	35878	25878	T2	True	5	True	-	Liftoff
FRMPD3	FRMPD3	chrX	69264543	69369777	69259543	69374777	115234	105234	T4	False	1	False	-	Liftoff
LOC111814460	LOC111814460	chrX	69676743	69687884	69671743	69692884	21141	11141	T4	False	1	False	+	Liftoff
PIH1D3	PIH1D3	chrX	69787363	69840331	69782363	69845331	62968	52968	T4	False	1	False	-	Liftoff
NUP62CL	NUP62CL	chrX	69840355	69947607	69835355	69952607	117252	107252	T3	False	1	True	+	Liftoff
RBM41	RBM41	chrX	69953816	70032873	69948816	70037873	89057	79057	T3	False	1	True	+	Liftoff
MORC4	MORC4	chrX	70134931	70224683	70129931	70229683	99752	89752	T3	False	1	True	+	Liftoff
PRPS1	PRPS1	chrX	70240963	70242410	70235963	70247410	11447	1447	T3	False	5	True	-	Liftoff
CLDN2	CLDN2	chrX	70246213	70256637	70241213	70261637	20424	10424	T4	False	1	False	-	Liftoff
RIPPLY1	RIPPLY1	chrX	70292069	70294707	70287069	70299707	12638	2638	T4	False	1	False	+	Liftoff
TBC1D8B	TBC1D8B	chrX	70327438	70433191	70322438	70438191	115753	105753	T4	False	1	False	-	Liftoff
RNF128	RNF128	chrX	70439281	70556179	70434281	70561179	126898	116898	T4	False	1	False	-	Liftoff
LOC111814461	LOC111814461	chrX	70672390	70678963	70667390	70683963	16573	6573	T4	False	1	False	-	Liftoff
LOC111814462	LOC111814462	chrX	70762495	70762602	70757495	70767602	10107	107	T3	False	1	True	+	Liftoff
PWWP3B	PWWP3B	chrX	70911472	70919362	70906472	70924362	17890	7890	T3	False	2	True	+	Liftoff
PWWP3B-L1	PWWP3B	chrX	71010189	71052890	71005189	71057890	52701	42701	T2	True	2	True	-	Liftoff
SERPINA7	SERPINA7	chrX	71178103	71184269	71173103	71189269	16166	6166	T4	False	1	False	+	Liftoff
LOC111814042	LOC111814042	chrX	71377807	71377927	71372807	71382927	10120	120	T4	False	1	False	+	Liftoff
SKA2-DL12	SKA2	chrX	71689150	71689932	71684150	71694932	10782	782	T2	True	14	True	-	AUGUSTUS
RPLP0-DL10	RPLP0	chrX	71797947	71798901	71792947	71803901	10954	954	T2	True	13	True	+	AUGUSTUS
EEF1A1-DL49	EEF1A1	chrX	71826073	71827760	71821073	71832760	11687	1687	T1	True	51	False	-	AUGUSTUS
NRK	NRK	chrX	71858585	71990409	71853585	71995409	141824	131824	T3	False	1	True	-	Liftoff
IL1RAPL2	IL1RAPL2	chrX	72069960	73664856	72064960	73669856	1604896	1594896	T3	False	1	True	-	Liftoff
LOC111814041	LOC111814041	chrX	72857292	72857399	72852292	72862399	10107	107	T4	False	1	False	+	Liftoff
TEX13A	TEX13A	chrX	72869090	72870604	72864090	72875604	11514	1514	T3	False	1	True	+	Liftoff
FKBP4-DL1	FKBP4	chrX	73712326	73713703	73707326	73718703	11377	1377	T2	True	2	True	+	AUGUSTUS
DPH1-DL2	DPH1	chrX	73890020	73891337	73885020	73896337	11317	1317	T2	True	3	True	+	AUGUSTUS
FAM199X	FAM199X	chrX	74537706	74571245	74532706	74576245	43539	33539	T3	False	1	True	-	Liftoff
LOC111813204	LOC111813204	chrX	74580180	74604972	74575180	74609972	34792	24792	T4	False	1	False	+	Liftoff
SLC25A53	SLC25A53	chrX	74666462	74676776	74661462	74681776	20314	10314	T4	False	1	False	+	Liftoff
LOC105743825	LOC105743825	chrX	74701129	74704495	74696129	74709495	13366	3366	T3	False	1	True	-	Liftoff
RAB9B	RAB9B	chrX	74752755	74756415	74747755	74761415	13660	3660	T4	False	1	False	+	Liftoff
PLP1	PLP1	chrX	74802602	74818030	74797602	74823030	25428	15428	T4	False	1	False	-	Liftoff
GLRA4	GLRA4	chrX	74876713	74899977	74871713	74904977	33264	23264	T4	False	1	False	+	Liftoff
LOC111813206	LOC111813206	chrX	74914790	74919483	74909790	74924483	14693	4693	T4	False	1	False	-	Liftoff
LOC111813203	LOC111813203	chrX	74919771	74930625	74914771	74935625	20854	10854	T4	False	1	False	+	Liftoff
TCEAL4	TCEAL4	chrX	75043274	75043751	75038274	75048751	10477	477	T4	False	1	False	-	Liftoff
BEX3	BEX3	chrX	75136756	75138484	75131756	75143484	11728	1728	T4	False	1	False	-	Liftoff
TCEAL9	TCEAL9	chrX	75158329	75160532	75153329	75165532	12203	2203	T3	False	1	True	-	Liftoff
BEX2	BEX2	chrX	75231164	75232719	75226164	75237719	11555	1555	T4	False	1	False	+	Liftoff
TCEAL5	TCEAL5	chrX	75243523	75244363	75238523	75249363	10840	840	T4	False	3	False	+	Liftoff
TCEAL8	TCEAL8	chrX	75264257	75266520	75259257	75271520	12263	2263	T3	False	1	True	+	Liftoff
SUMO1-DL1	SUMO1	chrX	75317291	75318360	75312291	75323360	11069	1069	T2	True	3	True	-	AUGUSTUS
BHLHB9	BHLHB9	chrX	75406208	75410163	75401208	75415163	13955	3955	T3	False	1	True	-	Liftoff
GPRASP2	GPRASP2	chrX	75481558	75487017	75476558	75492017	15459	5459	T3	False	1	True	-	Liftoff
GPRASP1	GPRASP1	chrX	75525862	75530455	75520862	75535455	14593	4593	T3	False	1	True	-	Liftoff
NXF2	NXF2	chrX	75581749	75602922	75576749	75607922	31173	21173	T3	False	1	True	+	Liftoff
ARMCX2	ARMCX2	chrX	76173480	76178053	76168480	76183053	14573	4573	T4	False	1	False	+	Liftoff
ARMCX3	ARMCX3	chrX	76249578	76252918	76244578	76257918	13340	3340	T3	False	1	True	-	Liftoff
ARMCX6	ARMCX6	chrX	76258364	76261248	76253364	76266248	12884	2884	T3	False	1	True	+	Liftoff
ARMCX1	ARMCX1	chrX	76314240	76318397	76309240	76323397	14157	4157	T3	False	1	True	-	Liftoff
LOC111813214	LOC111813214	chrX	76337666	76337773	76332666	76342773	10107	107	T4	False	1	False	-	Liftoff
ARMCX4	ARMCX4	chrX	76346935	76362918	76341935	76367918	25983	15983	T3	False	1	True	-	Liftoff
LOC111813209	LOC111813209	chrX	76440210	76440317	76435210	76445317	10107	107	T4	False	1	False	+	Liftoff
GLA	GLA	chrX	76466448	76477498	76461448	76482498	21050	11050	T4	False	1	False	+	Liftoff
RPL36A-L1	RPL36A	chrX	76479361	76481921	76474361	76486921	12560	2560	T1	True	2	False	-	Liftoff
BTK	BTK	chrX	76486463	76520973	76481463	76525973	44510	34510	T3	False	1	True	+	Liftoff
TIMM8A	TIMM8A	chrX	76521328	76539931	76516328	76544931	28603	18603	T3	False	1	True	+	Liftoff
TAF7L	TAF7L	chrX	76558974	76576184	76553974	76581184	27210	17210	T4	False	2	False	+	Liftoff
DRP2	DRP2	chrX	76582198	76626369	76577198	76631369	54171	44171	T3	False	1	True	-	Liftoff
SDCBP-L1	SDCBP	chrX	76637752	76639801	76632752	76644801	12049	2049	T2	True	2	True	+	Liftoff
CENPI	CENPI	chrX	76740426	76809385	76735426	76814385	78959	68959	T3	False	2	True	-	Liftoff
TMEM35A	TMEM35A	chrX	76813625	76826360	76808625	76831360	22735	12735	T4	False	1	False	-	Liftoff
LOC111813213	LOC111813213	chrX	76951911	76952051	76946911	76957051	10140	140	T4	False	1	False	+	Liftoff
ARL13A	ARL13A	chrX	77012814	77017677	77007814	77022677	14863	4863	T4	False	1	False	-	Liftoff
XKRX	XKRX	chrX	77118133	77175435	77113133	77180435	67302	57302	T3	False	1	True	+	Liftoff
NOX1	NOX1	chrX	77223216	77250023	77218216	77255023	36807	26807	T3	False	1	True	+	Liftoff
CSTF2	CSTF2	chrX	77250602	77273645	77245602	77278645	33043	23043	T3	False	1	True	-	Liftoff
LOC101561752	LOC101561752	chrX	77276333	77277824	77271333	77282824	11491	1491	T4	False	1	False	-	Liftoff
SYTL4	SYTL4	chrX	77365299	77441699	77360299	77446699	86400	76400	T4	False	1	False	+	Liftoff
SRPX2	SRPX2	chrX	77453486	77482728	77448486	77487728	39242	29242	T3	False	1	True	-	Liftoff
TSPAN6	TSPAN6	chrX	77491490	77508784	77486490	77513784	27294	17294	T4	False	1	False	+	Liftoff
TNMD	TNMD	chrX	77559083	77577118	77554083	77582118	28035	18035	T4	False	1	False	-	Liftoff
TERF1-L1	TERF1	chrX	77580579	77583258	77575579	77588258	12679	2679	T1	True	2	False	+	Liftoff
PCDH19	PCDH19	chrX	77861016	78015185	77856016	78020185	164169	154169	T4	False	1	False	+	Liftoff
LOC101591467	LOC101591467	chrX	78654815	78657407	78649815	78662407	12592	2592	T3	False	1	True	-	Liftoff
LOC105743820	LOC105743820	chrX	79044234	79044501	79039234	79049501	10267	267	T3	False	1	True	-	Liftoff
LOC111813211	LOC111813211	chrX	79141617	79141783	79136617	79146783	10166	166	T4	False	1	False	-	Liftoff
LOC111813207	LOC111813207	chrX	79441180	79441287	79436180	79446287	10107	107	T4	False	1	False	-	Liftoff
LOC111813210	LOC111813210	chrX	79913856	79913974	79908856	79918974	10118	118	T4	False	1	False	+	Liftoff
LOC111813553	LOC111813553	chrX	80979777	80979914	80974777	80984914	10137	137	T4	False	1	False	-	Liftoff
DIAPH2	DIAPH2	chrX	82655875	83549505	82650875	83554505	903630	893630	T3	False	1	True	-	Liftoff
LOC111813554	LOC111813554	chrX	82989314	82989503	82984314	82994503	10189	189	T4	False	1	False	-	Liftoff
LOC111813555	LOC111813555	chrX	83140397	83140504	83135397	83145504	10107	107	T4	False	1	False	-	Liftoff
LOC101576050	LOC101576050	chrX	83148033	83149532	83143033	83154532	11499	1499	T3	False	1	True	-	Liftoff
RANBP1-DL2	RANBP1	chrX	83613702	83614481	83608702	83619481	10779	779	T2	True	3	True	+	AUGUSTUS
